gradient
0.0036
0.00137
0.00501
-0.00334
-0.01831
-0.00902
-0.00418
0.00075
0.00005
-0.00376
0.00193
-0.0071
-0.00163
0.00025
-0.00414
0.00104
-0.00328
-0.0038
-0.00139
-0.00012
-0.00002
0.00437
-0.00336
0.00007
0.01545
-0.00303
-0.00466
-0.00639
-0.00063
-0.0033
-0.00048
-0.0014
-0.00118
-0.00214
-0.0004
-0.00062
-0.00317
-0.00256
-0.00039
-0.00218
-0.00088
-0.00081
-0.00216
0.00029
0.00342
0.00076
0.00296
-0.00101
0.00311
0.00454
0.00337
-0.00018
0.00652
0.00561
-0.00035
0.00075
-0.0024
0.0037
-0.00183
-0.00224
-0.00136
-0.00001
0.00049
-0.00116
-0.00068
-0.00068
0.00196
-0.00074
0.01535
-0.0036
0.00233
-0.00048
-0.00055
-0.00372
-0.00676
0.00421
0.00136
-0.00031
-0.00271
-0.0043
-0.00567
-0.00965
-0.00246
-0.00108
-0.00187
-0.0012
0.00237
-0.00124
-0.00218
0.00096
-0.0004
-0.00348
0.00272
-0.00105
0.00115
0.0023
-0.003
-0.00705
0.00469
0.00056
0.00197
0.00021
-0.00137
-0.00003
-0.00419
-0.00072
0.00278
-0.00004
-0.00251
-0.01161
-0.00186
-0.00382
-0.00714
-0.00314
-0.00197
0.00458
-0.00138
0.0015
0.00203
-0.00393
-0.0004
-0.00159
-0.00034
-0.00055
0.00032
-0.00086
0.00125
-0.00046
-0.00048
-0.00093
0.00012
-0.00329
-0.00273
0.0001
-0.00159
-0.00236
0.0002
0.003
-0.00279
-0.00837
-0.00042
0.00168
-0.00256
0.00106
-0.00283
-0.00366
-0.00298
-0.00046
0.00196
-0.00313
-0.00322
0.00103
0.00035
0.00086
-0.00188
-0.00136
-0.00513
-0.00183
-0.00134
0.00511
0.00255
-0.00332
0.00019
-0.00136
-0.00014
-0.00301
-0.00282
-0.00156
-0.00158
0.00017
-0.00188
-0.00561
-0.00434
-0.00051
-0.00019
-0.00178
-0.00349
-0.00135
0.00244
-0.00144
0.00189
-0.00086
0.00414
-0.00313
0.00119
-0.00164
0.00092
-0.00179
-0.00216
0.00121
0.00298
-0.00284
0.00588
-0.00668
-0.0023
-0.01375
-0.00115
-0.00599
-0.00618
-0.00096
0.00239
-0.00091
-0.00104
-0.00002
0.00168
-0.00146
0.00272
-0.00043
-0.00091
-0.00051
-0.00058
0.00122
-0.00586
-0.00655
0.00054
0.00023
-0.00297
-0.00012
-0.00284
-0.00255
-0.00315
0.00337
-0.00441
-0.00389
-0.00544
-0.00046
-0.00878
-0.00124
0.00189
0.00283
-0.00064
-0.00175
-0.00248
-0.00216
-0.00273
-0.00132
-0.00189
-0.00098
-0.0024
0.00054
-0.00133
-0.00068
-0.00227
-0.00024
-0.00117
0.00139
-0.0009
-0.00036
-0.00173
0.00186
-0.00135
0.00047
-0.00047
0.001
-0.001
-0.00173
-0.00103
-0.0026
0.00409
-0.00409
-0.00102
-0.00092
-0.00309
0.0003
-0.00134
0.0001
0.00136
-0.00023
-0.00119
-0.00027
-0.00012
-0.00059
0.00024
0.00045
-0.00241
-0.00027
-0.00022
-0.00079
0.00012
0.00151
0.00219
-0.00362
-0.0003
0.00057
-0.00097
-0.00195
-0.0043
-0.00125
-0.00087
0.00403
-0.00058
-0.00053
-0.00288
0.0019
0.00098
0.00127
-0.00012
-0.00039
-0.00204
-0.00008
-0.00054
0.00087
0.00215
0.00117
-0.00014
0.00084
-0.00131
-0.00003
-0.00512
-0.00308
0.00157
0.00176
-0.00439
0.00041
-0.00295
0.00203
-0.00026
-0.0086
0.00053
-0.00538
-0.00283
-0.00106
-0.00065
0.00238
-0.00099
-0.00294
-0.00321
0.00009
-0.00475
-0.00162
-0.00358
0.00594
-0.0003
-0.00057
-0.00603
0.00225
-0.00058
-0.00176
-0.00095
0.00216
0.0004
0.003
0.00267
0.0007
-0.00068
-0.0032
-0.00361
-0.0038
-0.00076
-0.00331
-0.00006
-0.00515
-0.00402
0.0027
-0.00747
-0.00106
-0.00043
-0.00183
-0.00391
-0.00022
0.00098
-0.00206
0.00061
-0.00014
0.00023
-0.00213
-0.00405
-0.00123
-0.00321
-0.00166
-0.00138
-0.00404
0.00269
-0.00783
-0.00053
0.00011
0.00121
-0.00074
-0.00603
-0.00087
0.00266
-0.00058
-0.00222
-0.00233
0.00447
0.00165
-0.00134
0.00932
-0.00042
-0.00054
-0.00217
-0.00195
-0.00374
0.00033
-0.00006
-0.00359
0.0011
-0.00138
0.0009
0.00349
-0.00019
-0.00717
-0.0027
-0.00074
-0.00062
0.00151
0.00424
0.00126
0.00296
0.00107
-0.00178
0.00476
0.00361
0.00011
-0.00301
0.00047
-0.00311
-0.00794
-0.0012
-0.00151
0.0013
0.00153
0.00518
-0.00362
-0.00143
0.00413
-0.00482
-0.00121
-0.00165
0.00245
-0.0013
0.00029
-0.00412
-0.00729
-0.00165
0.00321
0.00158
0.00256
-0.00178
-0.00009
-0.0021
0.00104
-0.00359
-0.00092
-0.00109
-0.00236
0.00171
0.00121
-0.00276
-0.00828
-0.00319
-0.0006
-0.00167
0.00313
-0.0012
-0.00199
-0.00396
-0.00214
-0.00436
-0.0016
-0.00444
0.00018
0.00057
-0.00005
0.00401
-0.00053
0.00147
-0.00198
-0.00074
0.00545
0.00008
0.00003
-0.00323
-0.00167
-0.00144
-0.00077
-0.00164
-0.00217
-0.00321
-0.00059
-0.00019
0.00027
0.00539
0.00087
-0.00968
0.00269
0.00174
0.00569
-0.00008
0.00067
0.00444
0.00225
-0.00034
0.00045
0.00176
-0.00136
-0.00023
-0.00118
-0.0014
-0.00041
0.00046
-0.00024
-0.00185
0.00115
-0.00102
-0.00107
-0.0025
-0.0016
-0.00116
-0.00142
0.00549
0.00102
-0.00064
-0.00462
0.0009
-0.00314
-0.00126
-0.00103
0.00309
-0.00058
-0.00059
0.00011
-0.00248
0.00104
-0.00167
-0.00735
-0.00132
-0.00168
0.00068
-0.00223
0.00015
0.00186
-0.00185
-0.00048
-0.00034
0.00182
-0.00579
-0.00526
0.00248
0.0054
-0.00563
0.00044
0.00024
-0.00105
0.00275
0.00567
0.0015
0.00023
-0.0045
-0.00512
-0.00004
-0.00151
-0.00114
0.00174
0.00388
-0.00008
-0.00422
-0.00074
-0.00191
-0.00233
0.00122
-0.00357
-0.00245
-0.00289
0.00066
0.00187
-0.00269
-0.00147
0.00061
-0.00187
0.0011
0.00147
-0.00495
-0.00378
0.00426
0.00287
-0.00036
-0.01695
-0.00131
0.00025
-0.00167
0.00437
-0.003
-0.00144
-0.00182
-0.00195
-0.00254
-0.0013
0.00041
-0.00112
-0.00302
-0.00209
-0.00415
-0.00196
-0.00166
-0.0006
-0.00564
-0.00003
-0.00052
0.00006
-0.00231
-0.0004
-0.00291
-0.00508
-0.00641
0.00432
0.0188
0.00058
-0.00055
-0.00089
-0.00465
-0.00709
-0.00465
-0.00101
0.00188
-0.00011
-0.00448
-0.00048
0.00117
-0.00401
0.00295
0.00299
0.00067
0.00048
-0.00062
0.00274
0.00145
-0.00273
-0.00176
0.00121
-0.00029
-0.00376
0.00037
-0.00092
0.00457
-0.00368
0.00253
-0.00893
0.00247
-0.00341
-0.00376
0.00386
-0.00017
0.00203
-0.00032
-0.00168
-0.00127
0.00064
-0.00192
-0.00374
0.00341
-0.00474
-0.00458
-0.00546
0.00004
-0.01087
-0.00116
-0.004
-0.00354
0.00396
0.00138
-0.00347
-0.00006
-0.00397
-0.00171
-0.00447
0.00175
-0.00274
-0.00372
0.00037
-0.00243
-0.00551
-0.00263
-0.00154
0.00178
0.00268
-0.00367
-0.00044
-0.00043
0.0012
0.00059
0.00212
-0.00249
0.00398
0.00158
-0.00106
-0.00269
-0.00229
0.00411
-0.00509
-0.00261
-0.0035
-0.00292
0.00094
-0.00189
-0.0032
0.00067
-0.00131
0.00015
-0.00028
-0.00536
-0.00227
-0.00129
-0.00175
-0.00051
-0.0075
-0.00413
-0.00209
-0.00103
0.00339
0.00075
-0.00042
0.00307
-0.00116
0.003
-0.0023
-0.00206
-0.00035
0.00166
-0.00455
-0.00722
-0.00065
0.0019
0.00038
0.00142
-0.00568
-0.00375
0.00266
-0.00098
0.00535
0.00673
-0.00045
-0.00203
-0.0019
-0.00148
0.00353
-0.00028
-0.00135
-0.00211
-0.00123
-0.00151
-0.00271
-0.00166
-0.00023
-0.0024
0.00631
-0.00237
-0.00229
-0.00342
-0.002
-0.00128
-0.00183
-0.00508
0.00285
0.00096
-0.00214
-0.00114
-0.00226
-0.0004
0.00097
-0.00324
0.0045
-0.00428
-0.00239
-0.00023
-0.00161
-0.00495
-0.00026
-0.00277
-0.00397
-0.00001
-0.00285
0.00169
0.00318
-0.00082
-0.00089
-0.00073
-0.00157
-0.00132
0.00439
0.00261
-0.00191
0.00135
-0.00014
0.00002
-0.00037
0.00178
-0.00085
-0.00452
-0.00073
0.00365
0.00577
-0.00265
-0.00559
0.00368
0.00059
-0.00066
0.0001
-0.00056
-0.00064
-0.00023
-0.00142
-0.00142
-0.00291
-0.00033
-0.00296
-0.00037
-0.00007
0.00188
-0.00067
-0.0008
-0.00114
-0.00616
0.00213
-0.0011
0.00214
-0.00111
-0.00119
-0.00039
-0.00098
-0.00096
-0.00149
-0.00384
-0.00243
-0.00249
-0.00049
0.0025
-0.00723
0.00596
0.00331
0.00614
-0.00001
0.00314
-0.00247
-0.00217
-0.00127
0.00119
0.00155
-0.0058
0.00511
-0.00283
0.00317
0.00315
-0.00147
-0.00423
-0.00197
0.00231
-0.00457
0.00191
0.00227
-0.00141
-0.00287
-0.00238
-0.00407
-0.00607
-0.0044
-0.00071
0.00031
-0.00144
-0.00309
-0.00068
-0.00248
0.00021
0.00351
-0.00196
-0.00222
0.00335
0.00034
-0.00539
0.00399
0.00289
0.00437
0.00057
-0.001
0.00532
-0.00277
0.00066
0.0013
-0.00384
0.00791
-0.00133
-0.01292
-0.00063
