ddbid,gradient,intercept
2cd4p9h.xvy,0.00118447303929702,-2.20188853837097
2cd4p9h.xvy,0.000468600151764613,-0.745122432903724
2cd4p9h.xvy,0.000262949316535989,-0.323638300305677
2cd4p9h.xvy,0.00108280910975669,-1.98957745345682
2cd4p9h.xvy,5.08553275919685e-05,0.046430037039216
2cd4p9h.xvy,0.000288534363799677,-0.378847528248203
2cd4p9h.xvy,-0.000257283258260963,0.693805216775419
2cd4p9h.xvy,0.000810205788874056,-1.43725985168686
2cd4p9h.xvy,0.000330790863241081,-0.482340086523199
2cd4p9h.xvy,0.000965767067645789,-1.74645280475055
2cd4p9h.xvy,0.000750580441934995,-1.30340688286163
2cd4p9h.xvy,2.44664976414038e-05,0.155550092916739
2cd4p9h.xvy,0.00130376235336927,-2.41540528246367
2cd4p9h.xvy,0.000807318011088069,-1.40980902609243
2cd4p9h.xvy,0.000402791601324226,-0.606964119339964
2cd4p9h.xvy,-0.000263758586560817,0.720679957199855
2cd4p9h.xvy,0.00108726296718883,-1.96775147529041
2cd4p9h.xvy,-9.83164620997486e-05,0.341284892768653
2cd4p9h.xvy,0.00120909310116515,-2.23320294119909
2cd4p9h.xvy,0.000818327428294341,-1.40587517303048
2cd4p9h.xvy,0.000775284977893399,-1.35520221165823
2cd4p9h.xvy,0.000544607955053496,-0.886959999612194
2cd4p9h.xvy,0.00143047640220582,-2.67129755602914
2cd4p9h.xvy,0.00119990555749095,-2.19084599659725
2cd4p9h.xvy,-0.000644811637231044,1.45990317375903
2cd4p9h.xvy,0.000209080020239854,-0.251893693382361
2cd4p9h.xvy,0.00104283797145186,-1.90814459104496
2cd4p9h.xvy,0.00102223176651277,-1.84775720133996
2cd4p9h.xvy,0.000317948494714178,-0.441993523469298
2cd4p9h.xvy,0.00169766199829414,-3.20325432171579
2cd4p9h.xvy,0.000895184613486263,-1.58976621275205
2cd4p9h.xvy,0.000240411177953203,-0.290932123129153
2cd4p9h.xvy,0.000622304164429602,-1.07256132709631
2cd4p9h.xvy,-0.000411388027449612,1.00638564727422
2cd4p9h.xvy,0.000529264817035094,-0.863357541101468
2cd4p9h.xvy,-0.000861776662367227,1.89156593024855
2cd4p9h.xvy,0.00023651254015564,-0.283889390871382
2cd4p9h.xvy,0.000236605063733537,-0.308467512076114
2cd4p9h.xvy,0.000462796039635337,-0.709861886751407
2cd4p9h.xvy,0.000530245829894666,-0.878893222445606
2cd4p9h.xvy,0.000294940169649736,-0.425036883007345
2cd4p9h.xvy,0.000470842045399301,-0.758823550425882
2cd4p9h.xvy,0.000469525859839334,-0.740900114470511
2cd4p9h.xvy,-0.000180095186509174,0.540541870317246
2cd4p9h.xvy,0.000914765919409274,-1.64188796136447
2cd4p9h.xvy,2.13031487603137e-05,0.129834327461632
2cd4p9h.xvy,0.000596327332543233,-0.99991129690756
2cd4p9h.xvy,0.0010310962821446,-1.88869244323685
2cd4p9h.xvy,-2.45648805197102e-05,0.265459997655235
2cd4p9h.xvy,0.000386843117865235,-0.574150571644413
2cd4p9h.xvy,0.000343308418819575,-0.480422194299833
2cd4p9h.xvy,0.000454432280483186,-0.745881624593021
2cd4p9h.xvy,0.00112110954507887,-2.05372714647113
2cd4p9h.xvy,-0.000313315586011879,0.791228686374215
2cd4p9h.xvy,-0.000595208469232673,1.38232267627537
2cd4p9h.xvy,-3.13323072403641e-05,0.23512023034539
2cd4p9h.xvy,-0.000292280094046936,0.774559640630201
2cd4p9h.xvy,0.00165082677011806,-3.11923186405588
2cd4p9h.xvy,-0.000661699923248608,1.50805825064786
2cd4p9h.xvy,0.00153444271113439,-2.86978291129016
2cd4p9h.xvy,0.000194681858360891,-0.210906710860952
2cd4p9h.xvy,0.000296609142759818,-0.396131357267944
2cd4p9h.xvy,0.000540480564647478,-0.897098412103008
2cd4p9h.xvy,0.000551741758894956,-0.90538427799678
2cd4p9h.xvy,0.000608264900031743,-1.04586839498688
2cd4p9h.xvy,-4.02319355517258e-05,0.245866238134922
2cd4p9h.xvy,0.00128384841185406,-2.37743118405854
2cd4p9h.xvy,-0.000163884590400643,0.524949412369298
2cd4p9h.xvy,0.000493109618945227,-0.77530885957955
2cd4p9h.xvy,0.00166369167210008,-3.12580608518267
2cd4p9h.xvy,0.000467854174655936,-0.754712320708237
2cd4p9h.xvy,0.000808112118260983,-1.44917155172686
2cd4p9h.xvy,0.00115455325703708,-2.13689955717315
2cd4p9h.xvy,-0.000350525733304547,0.870606005379524
2cd4p9h.xvy,-0.00054209102823066,1.23956359946786
2cd4p9h.xvy,0.00129956395980113,-2.41275634606055
2cd4p9h.xvy,-0.00018270790701283,0.564210587312447
2cd4p9h.xvy,0.000734577734628743,-1.28072846591105
2cd4p9h.xvy,0.000563581456938559,-0.94126680130679
2cd4p9h.xvy,0.000288284756672842,-0.38657549967387
2cd4p9h.xvy,-0.00105976376404119,2.30221583749517
2cd4p9h.xvy,-9.2210765149928e-05,0.362438147080811
2cd4p9h.xvy,0.000681216896722677,-1.15898428308604
2cd4p9h.xvy,-0.000511134309513444,1.19307994872895
2cd4p9h.xvy,0.00082238281385525,-1.44319615088444
2cd4p9h.xvy,-5.66483162856798e-05,0.289644900549385
2cd4p9h.xvy,0.000183170442900123,-0.18967998022816
2cd4p9h.xvy,0.000122274081102028,-0.0389430481308877
2cd4p9h.xvy,0.000383450930575553,-0.56512456172683
2cd4p9h.xvy,0.000233796959189356,-0.262354556669445
2cd4p9h.xvy,0.00041066067809442,-0.619602888696319
2cd4p9h.xvy,0.000554792383901849,-0.91831193136619
2cd4p9h.xvy,0.00129066808860428,-2.39990373114324
2cd4p9h.xvy,-0.000521104579891638,1.20443194928605
2cd4p9h.xvy,-0.00032158024010386,0.827187233004126
2cd4p9h.xvy,0.000433047851629411,-0.680503237985651
2cd4p9h.xvy,0.00118946027780159,-2.19677453671526
2cd4p9h.xvy,0.00145881894526208,-2.70941347636311
2cd4p9h.xvy,0.00126404111972832,-2.33886353913834
2cd4p9h.xvy,-5.36633382727299e-05,0.264879465371867
