ddbid,gradient,intercept
2cd4p9h.vf6,-0.00642468615893958,13.376145818062
2cd4p9h.vf6,-0.00417656573492247,8.77875628317299
2cd4p9h.vf6,-0.00524263390780193,10.9610922511811
2cd4p9h.vf6,-0.00359103375198979,7.54274337022668
2cd4p9h.vf6,-0.00774622049409445,15.8907514054556
2cd4p9h.vf6,-0.00548616609341291,11.3636326327137
2cd4p9h.vf6,-0.00629512145297698,12.9854056505989
2cd4p9h.vf6,-0.00445938243613365,9.33554314950228
2cd4p9h.vf6,-0.00714187916967386,14.68299607653
2cd4p9h.vf6,-0.00321555473336615,6.91396698390559
2cd4p9h.vf6,-0.00297549510544422,6.48495664653184
2cd4p9h.vf6,-0.0130156263151176,26.4324976662834
2cd4p9h.vf6,-0.00388949613885055,8.26563124543269
2cd4p9h.vf6,-0.00169862034583542,4.03181913704315
2cd4p9h.vf6,-0.00356065065058099,7.61528122723261
2cd4p9h.vf6,-0.00983025853002634,20.1518405178743
2cd4p9h.vf6,-0.000935131768248843,2.38746617283713
2cd4p9h.vf6,-0.00352365885516402,7.55973433504978
2cd4p9h.vf6,-0.00478963935210718,9.90236327605445
2cd4p9h.vf6,-0.00825638471775392,16.9826668232867
2cd4p9h.vf6,-0.00427481665278169,9.07588147511815
2cd4p9h.vf6,-0.00690301829476297,14.2496936791232
2cd4p9h.vf6,-0.00998225593778973,20.437867098971
2cd4p9h.vf6,-0.00490495790857653,10.3084167345182
2cd4p9h.vf6,-0.00974679185090208,19.9929875193706
2cd4p9h.vf6,-0.00518236036364552,10.8686775505584
2cd4p9h.vf6,-0.00238694997622331,5.20047435538274
2cd4p9h.vf6,-0.00624162190276948,12.9553122113981
2cd4p9h.vf6,-0.00827471119978914,16.9319023796397
2cd4p9h.vf6,-0.00715536072180143,14.7214692047567
2cd4p9h.vf6,-0.00461868962515226,9.66207407478196
2cd4p9h.vf6,-0.00867998853043688,17.7940391334945
2cd4p9h.vf6,-0.00767640894202265,15.8372552257492
2cd4p9h.vf6,-0.0053678170713432,11.1316125770383
2cd4p9h.vf6,-0.00745580037665006,15.3496049395423
2cd4p9h.vf6,-0.000128362780448752,0.736025948748864
2cd4p9h.vf6,-0.0115755223689536,23.6482796999849
2cd4p9h.vf6,-0.00441906022010052,9.1497719123471
2cd4p9h.vf6,-0.00473639515821757,9.90402841218381
2cd4p9h.vf6,-0.00101862325794615,2.47686590321296
2cd4p9h.vf6,-0.00514752326680537,10.7681908867872
2cd4p9h.vf6,-0.00854471296287151,17.5832729095842
2cd4p9h.vf6,-0.0165888594369438,33.6795796181093
2cd4p9h.vf6,-0.00250885166588352,5.49209489285059
2cd4p9h.vf6,-0.00186221360956467,4.18743600704712
2cd4p9h.vf6,-0.00412653188205168,8.78813890731487
2cd4p9h.vf6,-0.00488815944117183,10.1323425780236
2cd4p9h.vf6,-0.00844318899841046,17.3055586546531
2cd4p9h.vf6,-0.00848526157062922,17.3439750810303
2cd4p9h.vf6,-0.00555632104996521,11.5008233696166
2cd4p9h.vf6,-0.00926687931316889,18.9040411404172
2cd4p9h.vf6,-0.00264436946815,5.70814168197265
2cd4p9h.vf6,-0.0138983139289519,28.1978551716579
2cd4p9h.vf6,-0.00340059154234839,7.13727008924564
2cd4p9h.vf6,-0.00541002058367102,11.3461431407906
2cd4p9h.vf6,-0.00423803861470701,9.01840048928882
2cd4p9h.vf6,-0.00348325692428248,7.45155803470582
2cd4p9h.vf6,-0.00890833111940888,18.2806734029282
2cd4p9h.vf6,-0.00197060885349763,4.44231340167521
2cd4p9h.vf6,-0.00886278969120141,18.2431525410896
2cd4p9h.vf6,-0.00425204478494202,9.09045825360898
2cd4p9h.vf6,-0.00498065769877884,10.3796931938961
2cd4p9h.vf6,-0.0052856210436438,11.0012697107652
2cd4p9h.vf6,-0.00256796631396016,5.56870217709849
2cd4p9h.vf6,-0.011350037095449,22.9684532874507
2cd4p9h.vf6,-0.00848210066560454,17.4228139525374
2cd4p9h.vf6,-0.00635595565607298,13.0961492217108
2cd4p9h.vf6,-0.00658594865305912,13.6533045964326
2cd4p9h.vf6,0.00212291217619684,-3.86866013510544
2cd4p9h.vf6,-0.0043179341220237,9.07726231067267
2cd4p9h.vf6,-0.0030292184399723,6.51174195295071
2cd4p9h.vf6,-0.00531619798471117,11.088588279094
2cd4p9h.vf6,-0.00909189269337305,18.5701392013987
2cd4p9h.vf6,-0.00740212170228338,15.2910991505293
2cd4p9h.vf6,-0.00394952742689219,8.32999521882161
2cd4p9h.vf6,-0.00431419157647165,9.15215260386241
2cd4p9h.vf6,-0.00403283004139527,8.39478901751278
2cd4p9h.vf6,-0.00319625330691411,6.92312825601642
2cd4p9h.vf6,-0.00874494820318027,17.9547434800891
2cd4p9h.vf6,-0.00492748652002529,10.3771245254943
2cd4p9h.vf6,-0.00710353254342901,14.755065636724
2cd4p9h.vf6,-0.00379750428145236,8.08091062978029
2cd4p9h.vf6,-0.00366222751860193,7.8643596208842
2cd4p9h.vf6,0.00397080423706683,-7.50854903739659
2cd4p9h.vf6,-0.000517203596621957,1.6107028997038
2cd4p9h.vf6,-0.0018678216523507,4.17086895544202
2cd4p9h.vf6,-0.00478276115639375,10.0493055540009
2cd4p9h.vf6,-0.00761629516586859,15.6523127763719
2cd4p9h.vf6,-0.00896926239024885,18.3026900951171
2cd4p9h.vf6,-0.0121694941770789,24.804514535951
2cd4p9h.vf6,-0.0137392384598651,27.7793571849048
2cd4p9h.vf6,-0.00837179132910344,17.0901666087119
2cd4p9h.vf6,-0.00137927909100225,3.22995032327497
2cd4p9h.vf6,-0.00893594947541995,18.3427294053558
2cd4p9h.vf6,-0.00709690472102085,14.6176560830731
2cd4p9h.vf6,-0.00808463141664369,16.5407932413121
2cd4p9h.vf6,-0.0127038002387221,25.8816395569296
2cd4p9h.vf6,-0.0093205075051866,19.1382420658086
2cd4p9h.vf6,-0.0103112322802332,21.1019130410961
2cd4p9h.vf6,-0.00384155859108822,8.05313026240037
