ddbid,year,x5,x50,x95
2cd4p9h.xvy,1949,0.117910103907475,0.163982962712436,0.224141984603097
2cd4p9h.xvy,1950,0.119727014598284,0.163430714015591,0.223189465228483
2cd4p9h.xvy,1951,0.119362687334539,0.16368105844074,0.22104709775953
2cd4p9h.xvy,1952,0.120059236072367,0.1641172509941,0.218475091979679
2cd4p9h.xvy,1953,0.121196298485863,0.163633428704982,0.21591147784394
2cd4p9h.xvy,1954,0.1210093708303,0.164336441271765,0.213359612009959
2cd4p9h.xvy,1955,0.120579805273483,0.164736364661966,0.212905038190033
2cd4p9h.xvy,1956,0.120160247952386,0.164939580349777,0.212523524583896
2cd4p9h.xvy,1957,0.120374462831329,0.164765017650239,0.211386347083342
2cd4p9h.xvy,1958,0.120765711689702,0.164952962335757,0.209865744018999
2cd4p9h.xvy,1959,0.119823031215461,0.164989401504543,0.208985707839841
2cd4p9h.xvy,1960,0.118922502105214,0.16467905787239,0.208460659734915
2cd4p9h.xvy,1961,0.118918446515523,0.16408938813375,0.206148837232721
2cd4p9h.xvy,1962,0.119107339367731,0.164259200416428,0.204233595370127
2cd4p9h.xvy,1963,0.120936929879341,0.164273369718651,0.204139765267128
2cd4p9h.xvy,1964,0.122026134039047,0.163305584132208,0.204045935164129
2cd4p9h.xvy,1965,0.122294358203846,0.16275596970873,0.203952105061131
2cd4p9h.xvy,1966,0.122288891906208,0.163700614219686,0.203858274958134
2cd4p9h.xvy,1967,0.121210233379801,0.164397191214994,0.203764444855137
2cd4p9h.xvy,1968,0.120195581404605,0.164376388909778,0.203670614752141
2cd4p9h.xvy,1969,0.119273807097562,0.163723816401878,0.203576784649146
2cd4p9h.xvy,1970,0.118449930873168,0.162801004112168,0.203482954546152
2cd4p9h.xvy,1971,0.117762107293698,0.161360316593546,0.203389124443158
2cd4p9h.xvy,1972,0.116134766143656,0.162037495394284,0.203295294340166
2cd4p9h.xvy,1973,0.114819557547608,0.16273393525792,0.203196708958673
2cd4p9h.xvy,1974,0.114804141156814,0.163450492231692,0.202501537493777
2cd4p9h.xvy,1975,0.114862121869914,0.164153902169804,0.202657676549414
2cd4p9h.xvy,1976,0.114972330768114,0.164947381698607,0.202293060838973
2cd4p9h.xvy,1977,0.115136816015533,0.164762030408461,0.201917936448855
2cd4p9h.xvy,1978,0.115357625776295,0.164769186048736,0.201542812058739
2cd4p9h.xvy,1979,0.115722399128393,0.165588837294352,0.201167687668626
2cd4p9h.xvy,1980,0.11659666429156,0.166320618046891,0.201055243362974
2cd4p9h.xvy,1981,0.117606257518074,0.166940981804208,0.202131562949019
2cd4p9h.xvy,1982,0.118556562458659,0.1674300579859,0.202530841953895
2cd4p9h.xvy,1983,0.119485069038592,0.168101768666619,0.202520643438696
2cd4p9h.xvy,1984,0.120577492723294,0.16884724123098,0.202510444923502
2cd4p9h.xvy,1985,0.121838726560667,0.169753398296888,0.202451692785874
2cd4p9h.xvy,1986,0.123273663598616,0.1698678631748,0.202366827506276
2cd4p9h.xvy,1987,0.124887196885044,0.16983865851975,0.20228196222668
2cd4p9h.xvy,1988,0.125779703224747,0.170031055619079,0.202197096947087
2cd4p9h.xvy,1989,0.125536884276516,0.170970144288478,0.202208692432907
2cd4p9h.xvy,1990,0.125956452078882,0.17219906087082,0.202817607354167
2cd4p9h.xvy,1991,0.128029697052822,0.172940125574499,0.203426522275515
2cd4p9h.xvy,1992,0.129050518342359,0.173535738082304,0.204035437196951
2cd4p9h.xvy,1993,0.13029913344786,0.174131350590196,0.204577341139067
2cd4p9h.xvy,1994,0.131778527346913,0.174454994592735,0.204716997565342
2cd4p9h.xvy,1995,0.133483939284069,0.175569539541687,0.20598379646526
2cd4p9h.xvy,1996,0.135406285044238,0.176938107700991,0.206698118815532
2cd4p9h.xvy,1997,0.13752694431998,0.178208849064002,0.207412441165889
2cd4p9h.xvy,1998,0.139849851508943,0.179675244019633,0.208563017367899
2cd4p9h.xvy,1999,0.142361672656215,0.180962461270974,0.210374485987053
2cd4p9h.xvy,2000,0.143671128958178,0.18174995135906,0.21214883693992
2cd4p9h.xvy,2001,0.143712253653987,0.183231039233087,0.213923187892814
