ddbid,gradient,intercept
2cd4p9h.cc0,-0.00307125346779861,6.40640260914469
2cd4p9h.cc0,-0.00327479106574532,6.80495355687279
2cd4p9h.cc0,-0.00375877581126801,7.77713435996064
2cd4p9h.cc0,-0.00288710206343217,6.030077799695
2cd4p9h.cc0,-0.00340740243319467,7.08096897525424
2cd4p9h.cc0,-0.00324693743361572,6.75036837661491
2cd4p9h.cc0,-0.00306810525526998,6.39109624784353
2cd4p9h.cc0,-0.0031136267555618,6.48185981543777
2cd4p9h.cc0,-0.00333465841561916,6.92714792520418
2cd4p9h.cc0,-0.00303792775063137,6.33032069614644
2cd4p9h.cc0,-0.00334823927800022,6.95340734058454
2cd4p9h.cc0,-0.00333981041962153,6.93390536692149
2cd4p9h.cc0,-0.00301971585368747,6.29358011668966
2cd4p9h.cc0,-0.00305319306457598,6.36135370491667
2cd4p9h.cc0,-0.00304677198042556,6.34998203577601
2cd4p9h.cc0,-0.00279268037962044,5.84187904020809
2cd4p9h.cc0,-0.00292416919442709,6.10727573195995
2cd4p9h.cc0,-0.00273842234067766,5.73065829491804
2cd4p9h.cc0,-0.00294473594202569,6.1436012455632
2cd4p9h.cc0,-0.00344419581298027,7.15137766995043
2cd4p9h.cc0,-0.00308902836539961,6.43214525460795
2cd4p9h.cc0,-0.00312899723677401,6.51103543615775
2cd4p9h.cc0,-0.00285377995948229,5.9673458211683
2cd4p9h.cc0,-0.00345550524385119,7.1607262281376
2cd4p9h.cc0,-0.00294651476073015,6.14873316441381
2cd4p9h.cc0,-0.0029107087332392,6.08338444768923
2cd4p9h.cc0,-0.00317232867322888,6.59708005002912
2cd4p9h.cc0,-0.00294564623776636,6.14209645430431
2cd4p9h.cc0,-0.00278453484948397,5.8229257690847
2cd4p9h.cc0,-0.00308785337060562,6.43748480341498
2cd4p9h.cc0,-0.0035246843382646,7.31067304833483
2cd4p9h.cc0,-0.00298250242528602,6.216086422393
2cd4p9h.cc0,-0.00321022000796238,6.67219375532158
2cd4p9h.cc0,-0.00284919650017479,5.95307504503216
2cd4p9h.cc0,-0.00360749998510558,7.45316541012232
2cd4p9h.cc0,-0.00320201274500381,6.64942075646068
2cd4p9h.cc0,-0.00265759168656456,5.56586120397971
2cd4p9h.cc0,-0.003637349083307,7.52360996070468
2cd4p9h.cc0,-0.00351258765226809,7.27903578515526
2cd4p9h.cc0,-0.00313108807190795,6.51727718977717
2cd4p9h.cc0,-0.0030221982568295,6.29864978915592
2cd4p9h.cc0,-0.00310455410333869,6.46819215097696
2cd4p9h.cc0,-0.00272716313407106,5.70745724690733
2cd4p9h.cc0,-0.00347078118264103,7.19643308082081
2cd4p9h.cc0,-0.00314512840398945,6.54721459001262
2cd4p9h.cc0,-0.00300280676128369,6.26231362132656
2cd4p9h.cc0,-0.00315241696895992,6.55365121570455
2cd4p9h.cc0,-0.00330170245454541,6.86242235621544
2cd4p9h.cc0,-0.00317291289340831,6.58880058970437
2cd4p9h.cc0,-0.00290406552022995,6.06749578485474
2cd4p9h.cc0,-0.0033487787166379,6.95432807211443
2cd4p9h.cc0,-0.00311073218789609,6.47501196418251
2cd4p9h.cc0,-0.00333982888604452,6.95322036455064
2cd4p9h.cc0,-0.00283504021974438,5.92357595254864
2cd4p9h.cc0,-0.0032123442996997,6.67670876747222
2cd4p9h.cc0,-0.00280001644103838,5.84726352693538
2cd4p9h.cc0,-0.00343218222527451,7.11381044111636
2cd4p9h.cc0,-0.00279023479892519,5.83894923184002
2cd4p9h.cc0,-0.00319616096629859,6.64557758081924
2cd4p9h.cc0,-0.00280493844266415,5.86412281937536
2cd4p9h.cc0,-0.00298718120779919,6.22995711729259
2cd4p9h.cc0,-0.00309320251887018,6.43155429824345
2cd4p9h.cc0,-0.0027268649909739,5.70549852063996
2cd4p9h.cc0,-0.00295465932212694,6.17103800160541
2cd4p9h.cc0,-0.00299092626030298,6.23920951399032
2cd4p9h.cc0,-0.00296689428496278,6.18905300947384
2cd4p9h.cc0,-0.00281458404867145,5.88431557906509
2cd4p9h.cc0,-0.00333129798918529,6.92168047776043
2cd4p9h.cc0,-0.00305689308166417,6.36917599575716
2cd4p9h.cc0,-0.0030104980867662,6.26921317199006
2cd4p9h.cc0,-0.00329585372923987,6.84771329274786
2cd4p9h.cc0,-0.00259175349189119,5.4341083294333
2cd4p9h.cc0,-0.00306039421147328,6.38444014401887
2cd4p9h.cc0,-0.00306448533429622,6.38817010702912
2cd4p9h.cc0,-0.00335612944212315,6.96185408647555
2cd4p9h.cc0,-0.00345434038402494,7.16567296537434
2cd4p9h.cc0,-0.00293822739959589,6.13240373616777
2cd4p9h.cc0,-0.00311731713498462,6.49004852551666
2cd4p9h.cc0,-0.00326774372745505,6.78899155071285
2cd4p9h.cc0,-0.00353649593722505,7.33584437515886
2cd4p9h.cc0,-0.00295519833378373,6.15879191878123
2cd4p9h.cc0,-0.00322272818757537,6.70753884931509
2cd4p9h.cc0,-0.00307794849462603,6.40126989614366
2cd4p9h.cc0,-0.00309380419808477,6.44127764495711
2cd4p9h.cc0,-0.00295332948335967,6.16569917619883
2cd4p9h.cc0,-0.00335148945153822,6.95360277383501
2cd4p9h.cc0,-0.00288891664040457,6.03908396853097
2cd4p9h.cc0,-0.0034999281056605,7.25966707661947
2cd4p9h.cc0,-0.00267662986198258,5.60976817000264
2cd4p9h.cc0,-0.00293106839270379,6.11289215105559
2cd4p9h.cc0,-0.00282168600025867,5.91588318746233
2cd4p9h.cc0,-0.00353526693214429,7.32734492368398
2cd4p9h.cc0,-0.00248784084485277,5.23521084957881
2cd4p9h.cc0,-0.00264763677555855,5.56561798630155
2cd4p9h.cc0,-0.00338370718563132,7.02000624779313
2cd4p9h.cc0,-0.00337078923324265,6.99570731696308
2cd4p9h.cc0,-0.00344503759099349,7.13860533866303
2cd4p9h.cc0,-0.00316658229834086,6.59005653831505
2cd4p9h.cc0,-0.00287437662256732,6.00760850200859
2cd4p9h.cc0,-0.00312201446392595,6.50056454201197
