ddbid,gradient,intercept
2cd4p9h.fcx,-0.00235173625716621,5.02916904456036
2cd4p9h.fcx,-0.000688680906057512,1.70302315312619
2cd4p9h.fcx,-0.0010799916994921,2.48140129574946
2cd4p9h.fcx,-0.00183111127500015,3.93368884006298
2cd4p9h.fcx,-0.00262478205541586,5.56597778379979
2cd4p9h.fcx,-0.0021966334754828,4.66493111846412
2cd4p9h.fcx,0.00102303443206386,-1.70081299528306
2cd4p9h.fcx,-0.000707010490004613,1.75654492079489
2cd4p9h.fcx,-0.00265250215785805,5.59891933022058
2cd4p9h.fcx,-0.00187601020879721,4.09321024537407
2cd4p9h.fcx,-0.000600150171528647,1.50002195974942
2cd4p9h.fcx,-0.00193505024411133,4.1749175719359
2cd4p9h.fcx,-0.00032698522445009,0.954232290068922
2cd4p9h.fcx,-0.00140473469789307,3.14912714315576
2cd4p9h.fcx,-0.00104422325245703,2.38366801170713
2cd4p9h.fcx,-0.00116236339626672,2.63433919274454
2cd4p9h.fcx,-0.00312811038730322,6.56664912873523
2cd4p9h.fcx,-0.00478835552177547,9.86662875407452
2cd4p9h.fcx,-0.000770194746988044,1.80612358310447
2cd4p9h.fcx,-0.00131964868732506,2.92397551241628
2cd4p9h.fcx,-0.00122270053626453,2.77268662237139
2cd4p9h.fcx,-0.00162856421601678,3.49465387940625
2cd4p9h.fcx,-0.00201414109343255,4.38747322402531
2cd4p9h.fcx,-0.0039035420498501,8.09480211225821
2cd4p9h.fcx,-0.0025939639413398,5.44404704411421
2cd4p9h.fcx,-0.000944726754677505,2.20613949013871
2cd4p9h.fcx,-5.74204120276844e-05,0.40769089729053
2cd4p9h.fcx,-0.000550685588781229,1.42908066129463
2cd4p9h.fcx,-0.00315573911135391,6.67275126734067
2cd4p9h.fcx,0.000491596090008642,-0.673612132118983
2cd4p9h.fcx,-0.00149926555483341,3.3198258305843
2cd4p9h.fcx,-0.00227566763431316,4.86912613335059
2cd4p9h.fcx,-0.00141386409242577,3.16946348636241
2cd4p9h.fcx,-0.00298839794720096,6.28188434743221
2cd4p9h.fcx,-0.00321027305745578,6.74846757767094
2cd4p9h.fcx,-0.00160531353075575,3.51038661869006
2cd4p9h.fcx,-0.00118174479274622,2.6855362727523
2cd4p9h.fcx,-0.00102916686199301,2.44064498822859
2cd4p9h.fcx,-0.000999971589856234,2.29264290484662
2cd4p9h.fcx,-0.0025739378500198,5.41215114772755
2cd4p9h.fcx,-0.000533985768827492,1.35066842813113
2cd4p9h.fcx,-0.000176838532024897,0.764821577361154
2cd4p9h.fcx,-0.00240927848422907,5.16330674660971
2cd4p9h.fcx,-0.00155399477168517,3.40576558310516
2cd4p9h.fcx,-0.000690207333692623,1.73323022116242
2cd4p9h.fcx,-0.00193322527059137,4.16716167487095
2cd4p9h.fcx,-1.35793869916111e-05,0.336784119503518
2cd4p9h.fcx,-0.00150681009724302,3.301480322995
2cd4p9h.fcx,-0.00318467766708219,6.70956863213351
2cd4p9h.fcx,-0.00248540034836766,5.30957497047918
2cd4p9h.fcx,-0.000743979443001166,1.78452702259663
2cd4p9h.fcx,-0.00184132219902871,4.01244854038508
2cd4p9h.fcx,0.000246615532468839,-0.193792705655721
2cd4p9h.fcx,0.000157382930732133,0.0394347153629312
2cd4p9h.fcx,0.00161015706804971,-2.89390577554856
2cd4p9h.fcx,-0.000169470823443233,0.60591499586433
2cd4p9h.fcx,-0.00173379259349555,3.75268555247798
2cd4p9h.fcx,-0.00379153668470661,7.91356282270172
2cd4p9h.fcx,-0.000506518331243949,1.30922376607228
2cd4p9h.fcx,-0.000174829081442463,0.695899815958544
2cd4p9h.fcx,-0.00227221909160059,4.91932647589912
2cd4p9h.fcx,-0.00168383623821716,3.64178561111476
2cd4p9h.fcx,-0.00244210759045654,5.22343005253707
2cd4p9h.fcx,-0.00136553705885057,2.99955448319128
2cd4p9h.fcx,-0.00120047245512207,2.69176960832663
2cd4p9h.fcx,-0.000517776832813065,1.31089550658486
2cd4p9h.fcx,-0.00331609348058887,6.90981104661917
2cd4p9h.fcx,4.06383250991885e-05,0.2544299020808
2cd4p9h.fcx,-0.00250047473491568,5.27124649983951
2cd4p9h.fcx,-0.00297312886075807,6.32062254482649
2cd4p9h.fcx,-0.000163184745309479,0.667299516251098
2cd4p9h.fcx,-0.000448290525776652,1.18093143503849
2cd4p9h.fcx,-0.000983175347294574,2.28518015198135
2cd4p9h.fcx,-0.00304380451956205,6.32078882744459
2cd4p9h.fcx,-0.00202442049059837,4.35479833826748
2cd4p9h.fcx,-4.43060362546723e-05,0.463531955890162
2cd4p9h.fcx,-0.0024192252528937,5.12528964233246
2cd4p9h.fcx,0.000168186132165352,-0.00602948549528004
2cd4p9h.fcx,-0.00188120163012946,4.09837544762983
2cd4p9h.fcx,-0.000963786609384813,2.21685100264271
2cd4p9h.fcx,-0.000317421635127989,0.953763996975017
2cd4p9h.fcx,-0.0016457766220439,3.61182833556947
2cd4p9h.fcx,4.89549538868673e-05,0.254438561848598
2cd4p9h.fcx,-0.00254416515853167,5.41110452979238
2cd4p9h.fcx,-0.000142459383218875,0.630865742809705
2cd4p9h.fcx,-0.00180443383787997,3.91228358419708
2cd4p9h.fcx,-0.00158672321709678,3.48828636717954
2cd4p9h.fcx,-0.00339235966480379,7.07989238011327
2cd4p9h.fcx,-0.00230599741801667,4.92421086467884
2cd4p9h.fcx,-0.00233104957613787,5.00545437327657
2cd4p9h.fcx,-0.00155704800510919,3.44675834666592
2cd4p9h.fcx,-0.00128406993758931,2.84757245924566
2cd4p9h.fcx,0.000809579892614661,-1.35935001969383
2cd4p9h.fcx,-0.00275725451775284,5.7924331124939
2cd4p9h.fcx,-0.00175759954232899,3.82535903278261
2cd4p9h.fcx,-0.00173523167200552,3.80714628117006
2cd4p9h.fcx,-0.00160980317134054,3.50352956484726
2cd4p9h.fcx,-0.00293124832000394,6.19604615230572
2cd4p9h.fcx,-0.00215913191020557,4.62570526267996
2cd4p9h.fcx,-0.00240145493946925,5.14055001912478
