"hectad","tetrad","to 1929","1930 - 1969","1970 - 1986","1987 - 1999","2000 - 2009","2010 - 2019","hectadstatus"
"NC12","NC12Y",0,0,0,1,0,0,"n"
"NC12","NC12Z",0,0,0,1,0,0,"n"
"NC13","NC13B",0,0,0,1,0,0,"n"
"NC13","NC13G",0,0,0,1,0,0,"n"
"NC13","NC13K",0,0,0,1,0,0,"n"
"NC13","NC13Q",0,0,0,1,0,1,"n"
"NC13","NC13S",0,0,0,1,0,0,"n"
"NC13","NC13V",0,0,0,1,1,0,"n"
"NC13","NC13W",0,0,0,1,0,0,"n"
"NC14","NC14M",0,0,0,0,1,0,"n"
"NC14","NC14Q",0,0,0,0,1,0,"n"
"NC14","NC14Z",0,0,0,0,1,0,"n"
"NC15","NC15Z",0,0,0,1,0,1,"n"
"NC20","NC20B",0,0,0,0,0,1,"n"
"NC20","NC20E",0,0,0,1,0,0,"n"
"NC20","NC20J",0,0,0,1,0,0,"n"
"NC20","NC20P",0,0,0,1,0,1,"n"
"NC20","NC20Z",0,0,0,0,1,1,"n"
"NC21","NC21A",0,0,0,1,1,1,"n"
"NC21","NC21B",0,0,0,1,1,1,"n"
"NC21","NC21C",0,0,0,1,0,0,"n"
"NC21","NC21D",0,0,0,1,0,0,"n"
"NC21","NC21E",0,0,0,0,1,0,"n"
"NC21","NC21F",0,0,0,1,0,1,"n"
"NC21","NC21G",0,0,0,1,1,0,"n"
"NC21","NC21H",0,0,0,1,0,1,"n"
"NC21","NC21K",0,0,0,1,0,0,"n"
"NC21","NC21L",0,0,0,1,0,0,"n"
"NC21","NC21M",0,0,0,1,1,1,"n"
"NC21","NC21N",0,0,0,1,0,0,"n"
"NC21","NC21P",0,0,0,1,0,0,"n"
"NC21","NC21Q",0,0,0,1,1,1,"n"
"NC21","NC21R",0,0,0,1,0,0,"n"
"NC21","NC21S",0,0,0,1,0,0,"n"
"NC21","NC21T",0,0,0,1,1,0,"n"
"NC21","NC21U",0,0,1,1,0,0,"n"
"NC21","NC21Z",0,0,0,1,0,1,"n"
"NC22","NC22A",0,0,0,1,0,0,"n"
"NC22","NC22B",0,0,0,1,0,0,"n"
"NC22","NC22D",0,0,0,1,0,0,"n"
"NC22","NC22E",0,0,0,1,1,0,"n"
"NC22","NC22G",0,0,0,1,0,0,"n"
"NC22","NC22H",0,0,0,1,0,0,"n"
"NC22","NC22K",0,0,0,1,1,0,"n"
"NC22","NC22L",0,0,0,1,0,0,"n"
"NC22","NC22N",0,0,0,1,0,0,"n"
"NC22","NC22P",0,0,0,1,0,0,"n"
"NC22","NC22Q",0,0,0,1,0,1,"n"
"NC22","NC22R",0,0,0,1,0,0,"n"
"NC22","NC22T",0,0,0,1,0,1,"n"
"NC22","NC22V",0,0,0,1,0,0,"n"
"NC22","NC22W",0,0,0,1,1,0,"n"
"NC22","NC22Z",0,0,0,0,1,0,"n"
"NC23","NC23A",0,0,0,1,1,0,"n"
"NC23","NC23B",0,0,0,1,1,1,"n"
"NC23","NC23G",0,0,0,1,0,0,"n"
"NC23","NC23H",0,0,0,0,1,0,"n"
"NC23","NC23I",0,0,0,0,0,1,"n"
"NC23","NC23K",0,0,0,1,0,0,"n"
"NC23","NC23M",0,0,0,0,1,0,"n"
"NC23","NC23Q",0,0,0,1,0,0,"n"
"NC23","NC23V",0,0,0,0,1,0,"n"
"NC23","NC23W",0,0,0,0,1,0,"n"
"NC24","NC24K",0,0,0,0,0,1,"n"
"NC24","NC24L",0,0,0,0,1,0,"n"
"NC24","NC24Q",0,0,0,0,0,1,"n"
"NC24","NC24R",0,0,0,1,1,0,"n"
"NC24","NC24V",0,0,0,0,1,0,"n"
"NC24","NC24W",0,0,0,0,1,1,"n"
"NC25","NC25E",0,0,1,1,1,1,"n"
"NC26","NC26W",0,1,0,0,0,0,"n"
"NC30","NC30E",0,0,0,0,1,1,"n"
"NC30","NC30H",0,0,0,0,0,1,"n"
"NC30","NC30L",0,0,0,0,1,0,"n"
"NC30","NC30V",0,0,0,0,1,1,"n"
"NC31","NC31A",0,0,0,0,0,1,"n"
"NC31","NC31G",0,0,0,0,0,1,"n"
"NC31","NC31T",0,0,0,0,0,1,"n"
"NC32","NC32J",0,0,0,0,1,0,"n"
"NC32","NC32P",0,0,0,0,0,1,"n"
"NC32","NC32U",0,0,0,0,0,1,"n"
"NC33","NC33D",0,0,0,0,0,1,"n"
"NC33","NC33E",0,0,0,0,1,0,"n"
"NC33","NC33F",0,0,0,0,1,0,"n"
"NC33","NC33G",0,0,0,0,1,0,"n"
"NC33","NC33L",0,0,0,0,0,1,"n"
"NC33","NC33M",0,0,0,1,0,1,"n"
"NC33","NC33N",0,0,0,1,0,0,"n"
"NC33","NC33Q",0,0,0,0,0,1,"n"
"NC33","NC33R",0,0,0,0,0,1,"n"
"NC33","NC33U",0,0,0,0,0,1,"n"
"NC33","NC33X",0,0,0,0,0,1,"n"
"NC34","NC34A",0,0,0,0,1,0,"n"
"NC36","NC36Z",0,0,0,0,1,0,"n"
"NC40","NC40R",0,0,0,0,0,1,"n"
"NC43","NC43B",0,0,0,0,0,1,"n"
"NC44","NC44A",0,0,0,1,1,0,"n"
"NC44","NC44B",0,0,0,0,0,1,"n"
"NC44","NC44G",0,0,0,0,0,1,"n"
"NC44","NC44J",0,0,0,0,1,0,"n"
"NC44","NC44U",0,1,0,1,0,1,"n"
"NC44","NC44W",0,0,0,0,1,0,"n"
"NC45","NC45C",0,0,0,0,0,1,"n"
"NC45","NC45H",0,0,0,1,1,0,"n"
"NC46","NC46H",0,0,0,1,0,0,"n"
"NC46","NC46M",0,0,0,0,1,0,"n"
"NC50","NC50Q",0,0,0,0,1,0,"n"
"NC50","NC50S",0,0,1,0,0,1,"n"
"NC50","NC50W",0,0,0,0,0,1,"n"
"NC50","NC50X",0,0,0,0,0,1,"n"
"NC50","NC50Y",0,0,0,0,0,1,"n"
"NC51","NC51Q",0,0,0,0,0,1,"n"
"NC52","NC52S",0,0,0,0,0,1,"n"
"NC53","NC53Q",0,0,0,0,0,1,"n"
"NC53","NC53S",0,0,1,0,0,0,"n"
"NC54","NC54N",0,0,0,0,0,1,"n"
"NC54","NC54Y",0,0,0,0,0,1,"n"
"NC56","NC56S",0,0,0,0,1,0,"n"
"NC56","NC56V",0,0,0,0,1,0,"n"
"NC56","NC56X",0,0,0,0,1,0,"n"
"NC60","NC60W",0,0,0,0,0,1,"n"
"NC60","NC60X",0,0,0,0,0,1,"n"
"NC63","NC63C",0,0,0,0,0,1,"n"
"NC64","NC64J",0,0,0,0,0,1,"n"
"NC65","NC65A",0,0,0,0,1,0,"n"
"NC65","NC65E",0,0,0,0,0,1,"n"
"NC65","NC65F",0,0,0,0,0,1,"n"
"NC65","NC65J",0,0,0,0,0,1,"n"
"NC65","NC65M",0,0,0,0,1,0,"n"
"NC66","NC66L",0,0,0,0,0,1,"n"
"NC66","NC66R",0,0,0,0,1,1,"n"
"NC71","NC71A",0,0,0,1,1,0,"n"
"NC71","NC71W",0,0,0,1,1,0,"n"
"NC74","NC74D",0,0,0,0,1,0,"n"
"NC74","NC74J",0,0,0,0,1,0,"n"
"NC75","NC75D",0,0,0,1,0,0,"n"
"NC76","NC76B",0,0,0,0,1,0,"n"
"NC76","NC76L",0,0,0,0,0,1,"n"
"NC76","NC76X",0,0,0,0,1,0,"n"
"NC83","NC83E",0,0,1,0,0,1,"n"
"NC83","NC83Q",0,0,0,0,0,1,"n"
"NC84","NC84F",0,0,0,0,0,1,"n"
"NC84","NC84W",0,0,0,0,0,1,"n"
"NC84","NC84Z",0,0,0,0,0,1,"n"
"NC85","NC85X",0,0,0,0,1,0,"n"
"NC86","NC86H",0,0,0,0,0,1,"n"
"NC90","NC90B",0,0,0,0,0,1,"n"
"NC90","NC90C",0,0,0,0,0,1,"n"
"ND06","ND06L",0,0,1,0,0,0,"n"
"ND12","ND12U",0,0,0,0,0,1,"n"
"ND13","ND13Q",0,0,0,0,1,0,"n"
"ND14","ND14C",0,0,0,0,0,1,"n"
"ND14","ND14R",0,0,0,0,0,1,"n"
"ND15","ND15L",0,0,0,0,1,1,"n"
"ND16","ND16C",0,0,0,0,0,1,"n"
"ND16","ND16D",0,0,1,0,0,1,"n"
"ND16","ND16Z",0,0,0,0,1,0,"n"
"ND23","ND23E",0,0,0,0,0,1,"n"
"ND24","ND24I",0,0,0,0,0,1,"n"
"ND26","ND26E",0,0,0,0,1,1,"n"
"NG14","NG14J",0,0,0,0,0,1,"n"
"NG14","NG14N",0,1,0,0,0,0,"n"
"NG14","NG14P",0,0,0,0,0,1,"n"
"NG14","NG14U",0,0,0,0,1,0,"n"
"NG14","NG14Y",0,0,0,0,0,1,"n"
"NG15","NG15M",0,0,0,0,0,1,"n"
"NG15","NG15S",0,0,0,0,0,1,"n"
"NG15","NG15W",0,0,1,0,0,1,"n"
"NG24","NG24H",0,0,0,1,0,0,"n"
"NG25","NG25H",0,0,0,0,0,1,"n"
"NG25","NG25J",0,0,0,0,1,0,"n"
"NG25","NG25M",0,1,1,0,0,0,"n"
"NG25","NG25W",0,0,0,0,1,0,"n"
"NG26","NG26G",0,0,0,0,0,1,"n"
"NG26","NG26H",0,0,0,0,0,1,"n"
"NG26","NG26R",0,1,1,0,1,1,"n"
"NG30","NG30G",0,1,0,0,0,0,"n"
"NG30","NG30L",0,1,0,0,0,0,"n"
"NG32","NG32E",0,0,0,0,0,1,"n"
"NG32","NG32J",0,1,0,0,0,0,"n"
"NG32","NG32N",0,0,1,0,0,1,"n"
"NG32","NG32Q",0,0,0,0,0,1,"n"
"NG32","NG32U",0,0,0,0,0,1,"n"
"NG32","NG32Y",0,1,0,0,0,1,"n"
"NG33","NG33F",0,0,0,0,0,1,"n"
"NG33","NG33H",0,1,1,0,0,0,"n"
"NG33","NG33M",0,0,1,1,1,0,"n"
"NG33","NG33R",0,1,1,0,1,0,"n"
"NG33","NG33S",0,0,0,0,1,0,"n"
"NG33","NG33V",0,0,1,0,0,0,"n"
"NG33","NG33X",0,0,0,1,0,0,"n"
"NG33","NG33Y",0,0,0,0,0,1,"n"
"NG34","NG34A",0,0,0,1,1,0,"n"
"NG34","NG34C",0,0,1,0,0,1,"n"
"NG34","NG34Q",0,0,0,1,1,0,"n"
"NG35","NG35A",0,0,0,0,0,1,"n"
"NG35","NG35E",0,0,0,0,0,1,"n"
"NG35","NG35H",0,0,0,1,1,0,"n"
"NG35","NG35K",0,0,1,0,0,0,"n"
"NG35","NG35L",0,0,1,0,0,0,"n"
"NG35","NG35R",0,0,0,0,0,1,"n"
"NG35","NG35V",0,0,0,0,1,0,"n"
"NG35","NG35Y",0,0,0,1,0,0,"n"
"NG36","NG36Q",0,1,0,0,0,0,"n"
"NG36","NG36T",0,1,0,0,0,0,"n"
"NG36","NG36U",0,0,1,0,0,0,"n"
"NG36","NG36V",0,1,0,0,0,1,"n"
"NG36","NG36W",0,0,0,1,0,1,"n"
"NG36","NG36Y",0,0,0,0,1,0,"n"
"NG36","NG36Z",0,0,0,1,1,0,"n"
"NG42","NG42M",0,0,1,1,0,1,"n"
"NG42","NG42N",0,0,0,0,0,1,"n"
"NG42","NG42Z",0,1,0,0,0,0,"n"
"NG43","NG43A",0,1,0,1,1,0,"n"
"NG43","NG43K",0,0,0,0,0,1,"n"
"NG43","NG43L",0,0,0,0,0,1,"n"
"NG43","NG43P",0,0,0,0,0,1,"n"
"NG43","NG43R",0,0,0,0,0,1,"n"
"NG43","NG43X",0,0,0,0,0,1,"n"
"NG43","NG43Z",0,0,0,0,0,1,"n"
"NG44","NG44E",0,0,0,1,1,1,"n"
"NG44","NG44I",0,0,1,0,0,1,"n"
"NG44","NG44J",0,0,1,0,0,1,"n"
"NG44","NG44Q",0,0,0,0,1,0,"n"
"NG44","NG44S",0,0,0,0,0,1,"n"
"NG44","NG44W",0,0,0,0,1,0,"n"
"NG44","NG44X",0,0,0,0,0,1,"n"
"NG44","NG44Y",0,0,0,0,0,1,"n"
"NG44","NG44Z",0,1,0,0,0,1,"n"
"NG45","NG45A",0,0,0,0,0,1,"n"
"NG45","NG45F",0,0,0,1,0,1,"n"
"NG45","NG45G",0,0,0,0,0,1,"n"
"NG45","NG45H",0,0,0,0,0,1,"n"
"NG45","NG45J",0,0,0,0,1,0,"n"
"NG45","NG45K",0,0,0,0,0,1,"n"
"NG45","NG45L",0,0,0,0,0,1,"n"
"NG45","NG45Q",0,0,0,0,0,1,"n"
"NG45","NG45R",0,0,0,0,0,1,"n"
"NG45","NG45S",0,0,0,0,0,1,"n"
"NG45","NG45T",0,0,0,0,0,1,"n"
"NG45","NG45U",0,0,1,0,1,1,"n"
"NG45","NG45W",0,0,0,0,1,1,"n"
"NG45","NG45X",0,1,1,1,0,1,"n"
"NG45","NG45Y",0,0,0,0,0,1,"n"
"NG45","NG45Z",0,0,0,0,0,1,"n"
"NG46","NG46B",0,1,0,0,0,1,"n"
"NG46","NG46C",0,0,0,0,0,1,"n"
"NG46","NG46E",0,0,0,0,0,1,"n"
"NG46","NG46G",0,0,0,0,0,1,"n"
"NG46","NG46H",0,0,0,0,0,1,"n"
"NG46","NG46K",0,0,0,0,0,1,"n"
"NG46","NG46L",0,0,0,0,1,1,"n"
"NG46","NG46N",0,0,0,0,0,1,"n"
"NG46","NG46P",0,0,0,0,1,1,"n"
"NG46","NG46Q",0,0,0,0,0,1,"n"
"NG46","NG46T",0,0,1,0,0,0,"n"
"NG46","NG46U",0,0,1,1,0,1,"n"
"NG46","NG46W",0,0,0,0,1,0,"n"
"NG46","NG46Y",0,0,1,0,1,0,"n"
"NG46","NG46Z",0,0,0,0,0,1,"n"
"NG47","NG47F",0,0,0,0,0,1,"n"
"NG47","NG47G",0,0,0,0,0,1,"n"
"NG47","NG47H",0,0,0,0,0,1,"n"
"NG47","NG47K",0,0,1,1,0,1,"n"
"NG50","NG50V",0,0,0,1,0,0,"n"
"NG50","NG50X",0,0,1,0,0,0,"n"
"NG50","NG50Z",0,0,1,0,1,0,"n"
"NG51","NG51D",0,0,0,0,0,1,"n"
"NG51","NG51G",0,0,0,0,0,1,"n"
"NG51","NG51H",0,0,1,0,0,1,"n"
"NG51","NG51I",0,0,0,0,0,1,"n"
"NG51","NG51M",0,0,1,1,0,0,"n"
"NG51","NG51V",0,1,0,0,0,1,"n"
"NG51","NG51Y",0,0,0,1,0,1,"n"
"NG51","NG51Z",0,0,0,0,0,1,"n"
"NG52","NG52C",0,0,0,0,1,0,"n"
"NG52","NG52F",0,0,0,0,1,1,"n"
"NG52","NG52H",0,0,1,0,0,0,"n"
"NG52","NG52K",0,0,0,1,1,1,"n"
"NG52","NG52M",0,0,0,1,0,0,"n"
"NG52","NG52Q",0,0,1,1,1,1,"n"
"NG52","NG52V",0,0,1,0,0,0,"n"
"NG53","NG53A",0,0,0,1,0,0,"n"
"NG53","NG53C",0,0,0,0,0,1,"n"
"NG54","NG54B",0,0,1,0,1,0,"n"
"NG55","NG55B",0,0,0,1,0,1,"n"
"NG55","NG55C",0,0,0,1,1,1,"n"
"NG55","NG55E",0,0,0,0,0,1,"n"
"NG55","NG55J",0,0,0,1,0,0,"n"
"NG56","NG56A",0,1,1,0,1,0,"n"
"NG56","NG56C",0,1,0,0,0,0,"n"
"NG56","NG56D",0,0,0,0,0,1,"n"
"NG56","NG56G",0,1,0,0,0,0,"n"
"NG60","NG60C",0,0,0,0,1,0,"n"
"NG60","NG60D",0,1,0,0,0,0,"n"
"NG60","NG60G",0,0,1,0,0,0,"n"
"NG61","NG61E",0,0,1,0,0,1,"n"
"NG61","NG61G",0,0,0,0,0,1,"n"
"NG61","NG61J",0,0,0,0,0,1,"n"
"NG61","NG61V",0,0,1,0,0,0,"n"
"NG62","NG62A",0,0,0,1,1,0,"n"
"NG62","NG62C",0,0,0,0,0,1,"n"
"NG62","NG62F",0,0,1,1,1,1,"n"
"NG62","NG62K",0,0,1,0,1,0,"n"
"NG62","NG62L",0,0,0,0,0,1,"n"
"NG62","NG62R",0,0,1,0,0,0,"n"
"NG70","NG70G",0,0,0,0,0,1,"n"
"NG70","NG70Q",0,0,0,1,0,0,"n"
"NG71","NG71D",0,1,0,0,0,0,"n"
"NG71","NG71P",0,0,0,0,1,1,"n"
"NG72","NG72S",0,0,0,0,0,1,"n"
"NG72","NG72V",0,0,0,1,1,0,"n"
"NG72","NG72W",0,0,0,0,0,1,"n"
"NG73","NG73Q",0,0,0,0,0,1,"n"
"NG74","NG74Q",0,0,0,0,0,1,"n"
"NG75","NG75R",0,0,0,0,0,1,"n"
"NG78","NG78P",0,0,0,0,0,1,"n"
"NG80","NG80M",0,0,0,0,1,0,"n"
"NG81","NG81B",0,0,0,0,0,1,"n"
"NG81","NG81F",0,0,0,0,1,0,"n"
"NG81","NG81G",0,0,0,0,0,1,"n"
"NG81","NG81L",0,0,0,0,0,1,"n"
"NG82","NG82J",0,0,0,1,1,0,"n"
"NG82","NG82S",0,0,0,0,0,1,"n"
"NG84","NG84C",0,0,0,0,0,1,"n"
"NG84","NG84U",0,0,0,0,0,1,"n"
"NG84","NG84V",0,0,0,0,0,1,"n"
"NG85","NG85A",0,0,0,0,1,0,"n"
"NG85","NG85F",0,0,0,0,1,0,"n"
"NG85","NG85J",0,0,0,1,1,1,"n"
"NG86","NG86V",0,0,0,0,0,1,"n"
"NG87","NG87C",0,0,0,0,0,1,"n"
"NG87","NG87D",0,0,0,0,0,1,"n"
"NG88","NG88Q",0,0,0,1,1,1,"n"
"NG90","NG90Y",0,0,0,0,0,1,"n"
"NG91","NG91D",0,0,0,0,0,1,"n"
"NG91","NG91K",0,0,0,0,0,1,"n"
"NG91","NG91P",0,0,0,0,1,0,"n"
"NG91","NG91S",0,0,0,0,1,0,"n"
"NG91","NG91T",0,0,0,0,1,0,"n"
"NG91","NG91U",0,0,0,0,1,0,"n"
"NG91","NG91X",0,0,0,0,1,0,"n"
"NG91","NG91Y",0,0,0,0,1,0,"n"
"NG92","NG92V",0,0,0,0,1,0,"n"
"NG94","NG94U",0,0,0,0,0,1,"n"
"NG95","NG95Q",0,0,0,0,0,1,"n"
"NG96","NG96R",0,0,0,0,0,1,"n"
"NG96","NG96W",0,0,0,1,0,0,"n"
"NG96","NG96X",0,0,0,1,0,0,"n"
"NG97","NG97D",0,0,0,0,0,1,"n"
"NG97","NG97I",0,0,0,0,0,1,"n"
"NG97","NG97L",0,0,0,0,1,0,"n"
"NG97","NG97M",0,0,0,0,1,0,"n"
"NG97","NG97R",0,0,0,0,1,0,"n"
"NG97","NG97S",0,0,0,0,1,1,"n"
"NG97","NG97V",0,0,0,0,1,0,"n"
"NG97","NG97W",0,0,0,0,1,0,"n"
"NG97","NG97Y",0,0,0,0,1,0,"n"
"NG98","NG98P",0,0,0,0,1,0,"n"
"NG98","NG98V",0,0,0,0,1,0,"n"
"NG98","NG98X",0,0,0,0,1,0,"n"
"NH00","NH00C",0,0,0,0,0,1,"n"
"NH00","NH00R",0,0,0,0,0,1,"n"
"NH00","NH00U",0,0,0,0,0,1,"n"
"NH00","NH00X",0,0,0,0,0,1,"n"
"NH00","NH00Y",0,0,0,0,0,1,"n"
"NH01","NH01E",0,0,0,0,1,1,"n"
"NH01","NH01G",0,0,0,0,1,0,"n"
"NH01","NH01H",0,0,0,0,1,0,"n"
"NH01","NH01I",0,0,0,0,1,0,"n"
"NH01","NH01J",0,0,0,0,1,0,"n"
"NH01","NH01N",0,0,0,0,1,0,"n"
"NH01","NH01P",0,0,0,0,1,0,"n"
"NH01","NH01T",0,0,0,0,1,0,"n"
"NH02","NH02A",0,0,0,0,1,1,"n"
"NH02","NH02D",0,0,0,0,1,0,"n"
"NH02","NH02F",0,0,0,0,1,0,"n"
"NH02","NH02G",0,0,0,0,1,0,"n"
"NH02","NH02J",0,0,0,0,0,1,"n"
"NH02","NH02K",0,0,0,0,1,0,"n"
"NH02","NH02L",0,0,0,0,1,0,"n"
"NH02","NH02P",0,0,0,0,0,1,"n"
"NH02","NH02Q",0,0,0,0,1,0,"n"
"NH02","NH02R",0,0,0,0,1,0,"n"
"NH02","NH02T",0,0,0,0,0,1,"n"
"NH02","NH02V",0,0,0,0,1,0,"n"
"NH02","NH02W",0,0,0,0,1,0,"n"
"NH03","NH03K",0,0,0,0,0,1,"n"
"NH04","NH04R",0,0,0,0,0,1,"n"
"NH04","NH04U",0,0,0,0,0,1,"n"
"NH05","NH05B",0,0,0,0,0,1,"n"
"NH05","NH05U",0,0,0,0,0,1,"n"
"NH05","NH05X",0,0,0,0,1,0,"n"
"NH06","NH06D",0,0,0,0,0,1,"n"
"NH06","NH06I",0,0,0,0,0,1,"n"
"NH06","NH06J",0,0,0,0,1,1,"n"
"NH06","NH06X",0,0,0,0,1,0,"n"
"NH06","NH06Y",0,0,0,0,1,0,"n"
"NH07","NH07N",0,0,0,0,1,0,"n"
"NH07","NH07V",0,0,0,0,1,0,"n"
"NH10","NH10J",0,0,0,0,0,1,"n"
"NH11","NH11C",0,0,0,0,0,1,"n"
"NH11","NH11E",0,0,0,0,0,1,"n"
"NH11","NH11G",0,0,0,1,0,1,"n"
"NH11","NH11H",0,0,0,0,1,1,"n"
"NH11","NH11I",0,0,1,0,0,1,"n"
"NH11","NH11J",0,0,0,0,0,1,"n"
"NH11","NH11L",0,0,0,0,1,0,"n"
"NH11","NH11X",0,0,1,0,1,0,"n"
"NH12","NH12B",0,0,0,0,0,1,"n"
"NH12","NH12G",0,0,0,0,0,1,"n"
"NH12","NH12H",0,1,0,0,1,1,"n"
"NH12","NH12K",0,0,0,0,0,1,"n"
"NH12","NH12N",0,0,0,0,1,0,"n"
"NH12","NH12W",0,0,0,1,0,0,"n"
"NH13","NH13A",0,0,0,0,1,1,"n"
"NH13","NH13C",0,0,0,0,0,1,"n"
"NH13","NH13F",0,0,0,0,0,1,"n"
"NH13","NH13L",0,0,0,0,0,1,"n"
"NH13","NH13Q",0,0,0,0,0,1,"n"
"NH13","NH13R",0,0,0,0,1,1,"n"
"NH13","NH13S",0,0,0,0,1,1,"n"
"NH13","NH13T",0,0,0,0,0,1,"n"
"NH14","NH14C",0,0,0,0,0,1,"n"
"NH14","NH14D",0,0,0,0,0,1,"n"
"NH14","NH14E",0,0,0,0,0,1,"n"
"NH14","NH14F",0,0,0,0,0,1,"n"
"NH14","NH14I",0,0,0,0,1,1,"n"
"NH14","NH14K",0,0,0,0,0,1,"n"
"NH14","NH14T",0,0,0,0,0,1,"n"
"NH14","NH14U",0,0,0,0,0,1,"n"
"NH14","NH14V",0,0,0,0,0,1,"n"
"NH14","NH14Z",0,0,0,0,1,0,"n"
"NH15","NH15A",0,0,0,1,1,1,"n"
"NH15","NH15D",0,0,0,0,0,1,"n"
"NH15","NH15Q",0,0,0,1,0,1,"n"
"NH15","NH15R",0,0,0,0,0,1,"n"
"NH15","NH15S",0,0,0,0,0,1,"n"
"NH15","NH15T",0,0,0,0,0,1,"n"
"NH15","NH15W",0,0,0,0,1,0,"n"
"NH16","NH16J",0,0,0,0,0,1,"n"
"NH16","NH16Z",0,0,0,0,0,1,"n"
"NH17","NH17A",0,0,0,0,0,1,"n"
"NH17","NH17W",0,0,0,0,0,1,"n"
"NH18","NH18H",0,0,0,0,0,1,"n"
"NH18","NH18W",0,0,0,0,1,0,"n"
"NH19","NH19H",0,0,0,0,0,1,"n"
"NH19","NH19M",0,0,0,0,0,1,"n"
"NH19","NH19P",0,0,0,0,0,1,"n"
"NH19","NH19R",0,1,0,0,0,0,"n"
"NH19","NH19V",0,0,0,0,0,1,"n"
"NH21","NH21G",0,0,0,0,1,0,"n"
"NH22","NH22T",0,0,0,1,0,1,"n"
"NH22","NH22U",0,0,0,0,0,1,"n"
"NH23","NH23C",0,0,0,0,1,0,"n"
"NH24","NH24G",0,1,0,0,0,0,"n"
"NH24","NH24I",0,0,0,0,0,1,"n"
"NH24","NH24J",0,0,0,0,0,1,"n"
"NH26","NH26I",0,0,0,0,0,1,"n"
"NH26","NH26J",0,0,0,0,0,1,"n"
"NH26","NH26M",0,0,0,0,0,1,"n"
"NH26","NH26N",0,0,0,0,1,1,"n"
"NH26","NH26P",0,0,0,0,0,1,"n"
"NH26","NH26V",0,0,0,0,1,0,"n"
"NH27","NH27F",0,0,0,0,1,1,"n"
"NH28","NH28A",0,0,0,0,0,1,"n"
"NH28","NH28C",0,0,0,0,0,1,"n"
"NH28","NH28K",0,0,0,0,1,0,"n"
"NH28","NH28L",0,0,0,0,1,1,"n"
"NH28","NH28Q",0,0,0,0,1,1,"n"
"NH28","NH28Y",0,0,0,0,1,1,"n"
