Taxon,Latitude,week
Callophrys rubi,53.41402,23
Callophrys rubi,53.4472,21
Callophrys rubi,53.96921,21
Callophrys rubi,54.3177319,20
Callophrys rubi,53.7814869,17
Callophrys rubi,54.01904,18
Callophrys rubi,53.9925918,18
Callophrys rubi,53.99138,17
Callophrys rubi,53.8962006,17
Callophrys rubi,53.909645,17
Callophrys rubi,54.4738113,17
Callophrys rubi,53.8932759,17
Callophrys rubi,53.8647184,17
Callophrys rubi,54.3673683,17
Callophrys rubi,54.4873591,17
Callophrys rubi,53.9899784,17
Callophrys rubi,54.4681721,17
Callophrys rubi,53.8959906,16
Callophrys rubi,54.3683758,20
Callophrys rubi,53.9508767,18
Callophrys rubi,53.8960811,19
Callophrys rubi,53.9459152,19
Callophrys rubi,53.8245222,20
Callophrys rubi,53.9229201,20
Callophrys rubi,54.3178839,21
Callophrys rubi,53.4638955,21
Callophrys rubi,54.317275,21
Callophrys rubi,54.3176741,21
Callophrys rubi,54.3342896,19
Callophrys rubi,53.35667,20
Callophrys rubi,53.9134202,18
Callophrys rubi,53.8958625,19
Callophrys rubi,53.8602916,19
Callophrys rubi,53.89009,19
Callophrys rubi,53.8611281,19
Callophrys rubi,53.8630551,19
Callophrys rubi,53.8604293,19
Callophrys rubi,53.39413,19
Callophrys rubi,53.8597007,18
Callophrys rubi,53.8605015,18
Callophrys rubi,53.9138486,18
Callophrys rubi,53.9025197,18
Callophrys rubi,53.8608982,18
Callophrys rubi,53.8960784,17
Callophrys rubi,53.8959141,17
Callophrys rubi,53.8662182,17
Callophrys rubi,53.8637873,17
Callophrys rubi,53.8604198,17
Callophrys rubi,53.8608296,17
Callophrys rubi,53.8614165,17
Callophrys rubi,53.8574421,17
Callophrys rubi,53.7818589,17
Callophrys rubi,53.7877464,17
Callophrys rubi,53.8600238,17
Callophrys rubi,54.2438298,17
Callophrys rubi,53.8603372,17
Callophrys rubi,53.8597002,17
Callophrys rubi,53.8969582,17
Callophrys rubi,53.90795,16
Callophrys rubi,53.9946196,16
Callophrys rubi,53.857064,15
Callophrys rubi,53.8974407,15
Callophrys rubi,53.8607004,17
Callophrys rubi,53.584838,19
Callophrys rubi,53.918054,20
Callophrys rubi,54.4086066,20
Callophrys rubi,54.3176298,20
Callophrys rubi,53.860296,19
Callophrys rubi,53.6268,19
Callophrys rubi,53.7670219,19
Callophrys rubi,54.317562,18
Callophrys rubi,53.340406,18
Callophrys rubi,54.3666988,17
Callophrys rubi,54.15877,16
Callophrys rubi,53.8642439,22
Callophrys rubi,54.4877823,21
Callophrys rubi,54.3272638,20
Callophrys rubi,54.2989347,20
Callophrys rubi,53.896651,19
Callophrys rubi,53.8601754,19
Callophrys rubi,54.1533372,19
Callophrys rubi,54.2219911,18
Callophrys rubi,54.3115164,17
Callophrys rubi,54.4987576,22
Callophrys rubi,54.114163,23
Callophrys rubi,54.0477237,22
Callophrys rubi,54.307523,21
Callophrys rubi,53.4778817,17
Callophrys rubi,54.0115012,21
Callophrys rubi,54.4556108,18
Callophrys rubi,53.4917223,18
Callophrys rubi,54.3106878,21
Callophrys rubi,53.80522644,18
Callophrys rubi,54.1854313,23
Callophrys rubi,54.0909601,23
Callophrys rubi,54.29871068,21
Callophrys rubi,54.0098511,18
Callophrys rubi,53.9945018,23
Callophrys rubi,54.3696001,25
Callophrys rubi,53.4549525,26
Callophrys rubi,54.0894836,22
Callophrys rubi,53.9286709,21
Callophrys rubi,53.5882722,19
Callophrys rubi,53.5757,21
Callophrys rubi,53.756679,20
Callophrys rubi,53.3755751,20
Callophrys rubi,54.3177709,20
Callophrys rubi,54.4160806,20
Callophrys rubi,54.0372044,21
Callophrys rubi,54.0922821,23
Callophrys rubi,54.0160467,18
Callophrys rubi,54.021618,18
Callophrys rubi,53.3623376,22
Callophrys rubi,54.1770697,21
Callophrys rubi,54.166213,19
Callophrys rubi,53.7785475,17
Callophrys rubi,54.0262029,18
Callophrys rubi,53.8959945,17
Callophrys rubi,54.0493917,18
Callophrys rubi,54.0923431,23
Callophrys rubi,54.0174566,18
Callophrys rubi,54.0242129,18
Callophrys rubi,54.0086942,22
Callophrys rubi,54.0556908,18
Callophrys rubi,54.0556536,18
Callophrys rubi,53.4933,16
Callophrys rubi,53.5309097,19
Callophrys rubi,53.8962119,19
Callophrys rubi,53.5319099,19
Callophrys rubi,53.5306336,19
Callophrys rubi,53.5338318,19
Callophrys rubi,53.9179868,16
Callophrys rubi,53.4748839,21
Callophrys rubi,53.32395835,23
Callophrys rubi,54.54689502,22
Callophrys rubi,54.33423399,16
Callophrys rubi,54.0288579,18
Callophrys rubi,54.3122974,17
Callophrys rubi,53.9671054,17
Callophrys rubi,54.31520359,17
Callophrys rubi,54.33441743,17
Callophrys rubi,54.19220588,18
Callophrys rubi,54.18949505,21
Callophrys rubi,54.19220588,21
Callophrys rubi,54.1931046,21
Callophrys rubi,54.19490689,21
Callophrys rubi,54.11784574,20
Callophrys rubi,54.11784193,21
Callophrys rubi,54.31579704,20
Callophrys rubi,54.31579704,19
Callophrys rubi,54.31488787,19
Callophrys rubi,54.37256774,19
Callophrys rubi,54.37344942,19
Callophrys rubi,54.37344942,21
Callophrys rubi,54.19489715,20
Callophrys rubi,54.19580075,19
Callophrys rubi,54.19489715,19
Callophrys rubi,54.19670916,21
Callophrys rubi,54.19220588,22
Callophrys rubi,54.19581526,22
Callophrys rubi,54.19039376,22
Callophrys rubi,54.19670916,21
Callophrys rubi,54.19670432,21
Callophrys rubi,54.19581526,21
Callophrys rubi,54.30425409,21
Callophrys rubi,54.11784574,20
Callophrys rubi,54.19220588,21
Callophrys rubi,54.18317917,23
Callophrys rubi,54.11784574,18
Callophrys rubi,54.19220588,23
Callophrys rubi,54.19220588,20
Callophrys rubi,54.30425356,21
Callophrys rubi,54.37344942,22
Callophrys rubi,54.31130392,18
Callophrys rubi,54.31579704,22
Callophrys rubi,54.31849291,22
Callophrys rubi,54.39026405,21
Callophrys rubi,54.0849637,18
Callophrys rubi,54.08855823,18
Callophrys rubi,54.09035591,18
Callophrys rubi,54.08316641,18
Callophrys rubi,54.39025036,18
Callophrys rubi,54.39026405,18
Callophrys rubi,54.39025036,18
Callophrys rubi,54.31579704,18
Callophrys rubi,54.08945732,22
Callophrys rubi,54.55180237,17
Callophrys rubi,54.55089256,17
Callophrys rubi,54.55359952,17
Callophrys rubi,54.31579704,17
Callophrys rubi,54.09035591,21
Callophrys rubi,54.08855823,21
Callophrys rubi,54.39025036,17
Callophrys rubi,54.39026405,17
Callophrys rubi,54.0849637,17
Callophrys rubi,54.08855823,17
Callophrys rubi,54.19670916,19
Callophrys rubi,54.18949505,19
Callophrys rubi,54.39025036,19
Callophrys rubi,54.39026405,19
Callophrys rubi,54.0849637,19
Callophrys rubi,54.08676091,19
Callophrys rubi,54.08855823,19
Callophrys rubi,54.08945732,19
Callophrys rubi,54.08586257,19
Callophrys rubi,54.08316641,19
Callophrys rubi,54.09035591,19
Callophrys rubi,54.09035591,23
Callophrys rubi,54.55089256,19
Callophrys rubi,54.19220588,23
Callophrys rubi,54.08945732,23
Callophrys rubi,54.09035591,23
Callophrys rubi,54.08676091,23
Callophrys rubi,54.31579704,19
Callophrys rubi,54.08945732,22
Callophrys rubi,54.08586257,22
Callophrys rubi,54.54998272,18
Callophrys rubi,54.08855823,27
Callophrys rubi,54.08316641,17
Callophrys rubi,54.08586257,17
Callophrys rubi,54.08676091,17
Callophrys rubi,54.0849637,17
Callophrys rubi,54.08855823,17
Callophrys rubi,54.37171954,21
Callophrys rubi,54.09035591,22
Callophrys rubi,54.08855823,22
Callophrys rubi,53.918186,18
Callophrys rubi,54.34326995,20
Callophrys rubi,54.33423212,18
Callophrys rubi,54.55180237,21
Callophrys rubi,54.09035591,23
Callophrys rubi,54.08855823,23
Callophrys rubi,54.08676091,23
Callophrys rubi,54.0849637,17
Callophrys rubi,54.08586257,17
Callophrys rubi,54.0849637,16
Callophrys rubi,54.08855823,20
Callophrys rubi,54.0849637,20
Callophrys rubi,54.08676091,18
Callophrys rubi,54.08855823,18
Callophrys rubi,54.08676091,17
Callophrys rubi,54.19220588,22
Callophrys rubi,54.08855823,23
Callophrys rubi,54.0849637,20
Callophrys rubi,54.08676091,20
Callophrys rubi,54.08855823,20
Callophrys rubi,54.08316641,20
Callophrys rubi,54.09035591,24
Callophrys rubi,54.08676091,22
Callophrys rubi,54.0849637,22
Callophrys rubi,54.0849637,21
Callophrys rubi,54.0849637,19
Callophrys rubi,54.08855823,19
Callophrys rubi,54.08855823,22
Callophrys rubi,54.08676091,21
Callophrys rubi,54.19399354,22
Callophrys rubi,54.19219119,22
Callophrys rubi,54.07956523,22
Callophrys rubi,54.04107158,22
Callophrys rubi,54.02570322,22
Callophrys rubi,54.5515086,20
Callophrys rubi,54.07817789,17
Callophrys rubi,54.28452134,17
Callophrys rubi,54.00969051,16
Callophrys rubi,54.22312401,21
Callophrys rubi,54.03376164,23
Callophrys rubi,54.3164494,21
Callophrys rubi,54.0895599,20
Callophrys rubi,54.04197652,20
Callophrys rubi,53.972149,17
Callophrys rubi,53.9196922,16
Callophrys rubi,54.0837716,23
Callophrys rubi,54.01130984,20
Callophrys rubi,53.5316775,19
Callophrys rubi,53.531541,19
Callophrys rubi,53.9661079,20
Callophrys rubi,53.9715747,20
Callophrys rubi,53.9716145,19
Callophrys rubi,54.0069924,18
Callophrys rubi,53.57609356,21
Callophrys rubi,53.9709567,21
Callophrys rubi,54.3102701,21
Callophrys rubi,53.9059294,19
Callophrys rubi,53.35219785,20
Callophrys rubi,54.3103106,24
Callophrys rubi,53.54611572,23
Callophrys rubi,54.2520948,24
Callophrys rubi,54.02114698,19
Callophrys rubi,54.22319389,18
Callophrys rubi,54.38841802,16
Callophrys rubi,54.49181865,16
Callophrys rubi,54.45979881,18
Callophrys rubi,54.49218244,18
Callophrys rubi,53.8962504,17
Callophrys rubi,53.9252489,16
Callophrys rubi,54.0317433,18
Callophrys rubi,53.4932,20
Callophrys rubi,53.4717931,20
Callophrys rubi,54.3166131,21
Callophrys rubi,53.7786962,17
Callophrys rubi,54.3123324,20
Callophrys rubi,54.4889464,23
Callophrys rubi,54.4070154,17
Callophrys rubi,54.2268453,23
Callophrys rubi,54.0910028,23
Callophrys rubi,53.9135478,18
Callophrys rubi,54.0589807,22
Callophrys rubi,53.5671271,18
Callophrys rubi,53.5713185,24
Callophrys rubi,53.8063932,24
Callophrys rubi,54.4890613,23
Callophrys rubi,53.900525,17
Callophrys rubi,53.90114167,17
Callophrys rubi,54.0299146,25
Callophrys rubi,53.7444491,23
Callophrys rubi,53.86047,22
Callophrys rubi,53.86009,22
Callophrys rubi,53.86045,21
Callophrys rubi,53.86078,21
Callophrys rubi,53.8609,19
Callophrys rubi,54.2455419,17
Callophrys rubi,53.9713584,17
Callophrys rubi,53.9713128,17
Callophrys rubi,54.0167214,16
Callophrys rubi,54.0258806,16
Callophrys rubi,53.57351,22
Callophrys rubi,53.96932,21
Callophrys rubi,53.7608596,20
Callophrys rubi,53.95928,20
Callophrys rubi,53.97001,20
Callophrys rubi,53.7751933,20
Callophrys rubi,53.774799,20
Callophrys rubi,53.7727574,20
Callophrys rubi,53.7710585,20
Callophrys rubi,53.9535517,19
Callophrys rubi,53.9717129,21
Callophrys rubi,53.9701796,21
Callophrys rubi,54.31778,20
Callophrys rubi,54.31043,20
Callophrys rubi,54.0733889,20
Callophrys rubi,54.0844795,20
Callophrys rubi,54.0956642,20
Callophrys rubi,54.089025,20
Callophrys rubi,53.9703726,20
Callophrys rubi,53.34479,20
Callophrys rubi,53.9052887,18
Callophrys rubi,53.9052887,18
Callophrys rubi,53.9055397,18
Callophrys rubi,53.971207,18
Callophrys rubi,53.91441,18
Callophrys rubi,53.9555607,18
Callophrys rubi,53.9696659,17
Callophrys rubi,54.0809383,17
Callophrys rubi,53.9661439,16
Callophrys rubi,53.9722883,16
Callophrys rubi,53.96496,16
Callophrys rubi,53.9717532,21
Callophrys rubi,53.4125765,21
Callophrys rubi,54.3099644,20
Callophrys rubi,54.317911,20
Callophrys rubi,53.9615878,20
Callophrys rubi,53.9028539,19
Callophrys rubi,53.9169759,19
Callophrys rubi,53.9183612,19
Callophrys rubi,54.1491661,19
Callophrys rubi,53.9704529,18
Callophrys rubi,54.488576,22
Callophrys rubi,53.4775183,17
Callophrys rubi,53.9608624,20
Callophrys rubi,53.7738022,20
Callophrys rubi,54.3075662,20
Callophrys rubi,54.058152,20
Callophrys rubi,53.9212748,16
Callophrys rubi,54.4890067,23
Callophrys rubi,54.3850043,17
Callophrys rubi,54.31784075,23
Callophrys rubi,53.48195333,21
Callophrys rubi,53.7491921,23
Callophrys rubi,53.8963639,17
Callophrys rubi,53.8911634,17
Callophrys rubi,53.79017317,21
Callophrys rubi,53.9205016,16
Callophrys rubi,54.4887901,23
Callophrys rubi,54.2988567,17
Callophrys rubi,53.5671325,17
Callophrys rubi,54.4882696,23
Callophrys rubi,54.3315367,22
Callophrys rubi,54.4621,17
Callophrys rubi,54.3176368,24
Callophrys rubi,53.77183572,21
Callophrys rubi,54.3660101,19
