"hectad","tetrad","to 1929","1930 - 1969","1970 - 1986","1987 - 1999","2000 - 2009","2010 - 2019","hectadstatus"
"G52","G52L",0,0,1,1,1,1,"n"
"G52","G52Q",0,0,0,0,0,1,"n"
"G52","G52R",0,0,0,0,0,1,"n"
"G52","G52V",0,0,0,1,0,0,"n"
"G53","G53B",0,0,0,0,0,1,"n"
"G53","G53G",0,0,0,0,0,1,"n"
"G53","G53K",0,0,0,0,1,0,"n"
"G53","G53Q",0,0,0,0,1,0,"n"
"G53","G53V",0,0,0,0,0,1,"n"
"G54","G54R",0,0,0,1,1,0,"n"
"G54","G54S",0,0,0,1,0,0,"n"
"G54","G54W",0,0,0,1,0,0,"n"
"G61","G61C",0,0,0,0,0,1,"n"
"G61","G61E",0,0,0,0,0,1,"n"
"G61","G61W",0,0,0,0,0,1,"n"
"G62","G62A",0,0,0,1,0,1,"n"
"G62","G62D",0,0,0,0,0,1,"n"
"G62","G62J",0,0,0,1,0,0,"n"
"G62","G62K",0,0,0,0,0,1,"n"
"G62","G62M",0,0,0,0,0,1,"n"
"G62","G62P",0,0,0,1,0,1,"n"
"G62","G62R",0,0,0,1,0,0,"n"
"G62","G62U",0,0,0,0,0,1,"n"
"G62","G62V",0,0,0,0,0,1,"n"
"G62","G62W",0,0,1,1,1,1,"n"
"G63","G63A",0,0,0,1,0,0,"n"
"G63","G63D",0,0,0,0,1,0,"n"
"G63","G63S",0,0,1,0,0,0,"n"
"G63","G63T",0,0,0,0,1,0,"n"
"G63","G63X",0,0,0,0,1,1,"n"
"G64","G64F",0,0,0,0,0,1,"n"
"G64","G64K",0,0,1,1,0,0,"n"
"G64","G64U",0,0,0,0,0,1,"n"
"G64","G64V",0,0,0,0,1,0,"n"
"G64","G64X",1,0,0,0,0,0,"n"
"G64","G64Y",0,0,0,0,0,1,"n"
"G65","G65F",0,0,0,0,0,1,"n"
"G65","G65K",0,0,0,0,0,1,"n"
"G65","G65R",0,0,0,0,0,1,"n"
"G65","G65W",0,0,0,1,1,0,"n"
"G65","G65X",0,0,0,0,0,1,"n"
"G69","G69S",0,0,0,0,1,0,"n"
"G69","G69T",0,0,0,1,0,1,"n"
"G69","G69X",0,0,0,1,1,1,"n"
"G69","G69Y",0,0,0,0,0,1,"n"
"G70","G70A",0,0,1,0,0,1,"n"
"G70","G70F",0,0,0,0,0,1,"n"
"G70","G70Q",0,0,0,0,1,0,"n"
"G70","G70R",0,0,0,0,1,0,"n"
"G71","G71F",0,0,0,0,1,0,"n"
"G71","G71G",0,0,0,0,0,1,"n"
"G71","G71I",0,0,0,0,0,1,"n"
"G71","G71N",0,0,0,0,0,1,"n"
"G72","G72J",0,0,0,1,0,1,"n"
"G73","G73P",0,0,0,0,1,1,"n"
"G73","G73U",0,0,0,0,0,1,"n"
"G73","G73Y",0,0,0,0,1,0,"n"
"G73","G73Z",0,0,0,0,1,0,"n"
"G74","G74D",0,0,0,0,1,0,"n"
"G74","G74F",0,0,0,1,0,1,"n"
"G74","G74I",0,0,0,0,1,1,"n"
"G74","G74J",0,0,0,0,0,1,"n"
"G74","G74L",0,0,0,0,1,0,"n"
"G74","G74Q",0,0,0,1,1,1,"n"
"G74","G74U",0,0,1,1,1,0,"n"
"G74","G74V",0,0,0,0,0,1,"n"
"G74","G74Y",0,0,0,0,1,0,"n"
"G74","G74Z",0,0,0,0,1,0,"n"
"G75","G75C",0,0,1,1,0,1,"n"
"G75","G75D",0,0,0,1,1,1,"n"
"G75","G75Q",0,0,0,1,1,0,"n"
"G75","G75V",0,0,0,1,1,1,"n"
"G76","G76E",0,0,0,0,1,1,"n"
"G77","G77A",0,0,0,0,1,1,"n"
"G79","G79C",0,0,0,0,1,1,"n"
"G79","G79E",0,0,0,1,0,0,"n"
"G79","G79J",0,0,0,1,0,0,"n"
"G80","G80S",0,0,0,0,0,1,"n"
"G83","G83D",0,0,0,1,0,1,"n"
"G83","G83G",0,0,0,0,1,0,"n"
"G83","G83H",0,0,0,0,0,1,"n"
"G83","G83I",0,0,0,1,0,0,"n"
"G83","G83J",0,0,0,0,1,0,"n"
"G83","G83T",0,0,0,1,0,0,"n"
"G84","G84D",0,0,1,0,1,0,"n"
"G84","G84E",0,0,0,0,1,0,"n"
"G84","G84I",0,0,0,0,1,0,"n"
"G84","G84L",0,0,0,0,0,1,"n"
"G84","G84W",0,0,0,0,1,0,"n"
"G84","G84X",0,0,0,0,1,0,"n"
"G85","G85G",0,0,0,0,1,0,"n"
"G85","G85Q",0,0,0,0,1,0,"n"
"G85","G85V",0,0,0,0,1,0,"n"
"G86","G86A",0,1,0,0,0,0,"n"
"G86","G86U",0,0,0,0,1,1,"n"
"G86","G86Z",0,0,0,0,0,1,"n"
"G87","G87W",0,0,0,1,1,1,"n"
"G87","G87X",0,0,0,0,0,1,"n"
"G93","G93J",0,0,0,0,1,0,"n"
"G94","G94Z",0,1,0,0,0,0,"n"
"G95","G95A",0,0,0,1,0,0,"n"
"G95","G95G",0,1,0,0,0,0,"n"
"G95","G95Q",0,0,1,0,0,0,"n"
"G95","G95V",0,0,0,1,0,0,"n"
"G95","G95Y",0,0,0,1,0,0,"n"
"G95","G95Z",0,0,0,1,1,0,"n"
"G96","G96D",0,0,0,0,1,1,"n"
"G96","G96H",0,0,0,1,0,1,"n"
"G96","G96I",0,0,0,1,0,0,"n"
"G96","G96J",0,0,0,0,0,1,"n"
"G96","G96N",0,0,0,0,0,1,"n"
"G96","G96P",0,0,0,1,0,0,"n"
"G96","G96Q",0,0,0,1,0,0,"n"
"G98","G98A",0,0,0,1,0,1,"n"
"G98","G98W",0,0,0,1,0,0,"n"
"H03","H03U",0,1,0,0,0,0,"n"
"H03","H03X",0,0,0,1,0,1,"n"
"H03","H03Z",0,1,0,0,0,0,"n"
"H04","H04U",0,1,0,1,0,0,"n"
"H04","H04Y",0,0,0,1,1,0,"n"
"H04","H04Z",0,1,1,1,1,1,"n"
"H05","H05D",0,0,0,0,0,1,"n"
"H05","H05E",0,0,0,1,0,0,"n"
"H05","H05I",0,1,1,1,1,1,"n"
"H05","H05K",0,0,0,1,0,0,"n"
"H05","H05N",0,1,1,1,0,0,"n"
"H05","H05Q",0,1,1,1,1,1,"n"
"H05","H05R",0,1,0,0,0,1,"n"
"H05","H05T",0,1,1,0,0,0,"n"
"H05","H05V",1,0,1,1,0,0,"n"
"H05","H05W",1,1,1,1,1,1,"n"
"H05","H05X",0,1,1,1,0,0,"n"
"H05","H05Z",0,0,0,1,0,0,"n"
"H06","H06F",1,0,1,1,0,0,"n"
"H06","H06K",0,0,0,1,0,0,"n"
"H06","H06R",0,1,1,1,0,0,"n"
"H08","H08J",0,0,0,0,0,1,"n"
"H12","H12J",0,1,0,0,0,0,"n"
"H13","H13I",0,0,1,0,0,0,"n"
"H14","H14C",0,0,0,1,1,0,"n"
"H14","H14D",0,0,1,1,1,0,"n"
"H14","H14Y",0,0,0,1,1,0,"n"
"H14","H14Z",0,0,0,1,0,1,"n"
"H15","H15D",0,0,0,1,1,0,"n"
"H15","H15F",0,0,0,1,0,0,"n"
"H15","H15I",0,0,1,1,0,0,"n"
"H15","H15L",0,0,0,0,1,0,"n"
"H15","H15Q",0,1,1,1,0,0,"n"
"H15","H15R",0,0,0,1,0,0,"n"
"H15","H15W",0,0,1,1,0,0,"n"
"H16","H16A",1,0,0,1,0,0,"n"
"H16","H16B",0,0,1,0,0,0,"n"
"H16","H16C",0,0,0,1,0,0,"n"
"H16","H16G",0,0,0,1,0,0,"n"
"H16","H16K",0,1,0,0,0,0,"n"
"H23","H23C",0,0,0,1,0,0,"n"
"H24","H24I",0,0,0,1,1,1,"n"
"H24","H24J",0,0,0,1,0,0,"n"
"H32","H32I",1,0,0,0,0,0,"n"
"H32","H32W",0,0,0,1,0,0,"n"
"H42","H42T",0,0,1,1,1,0,"n"
"H42","H42Y",0,0,1,1,1,1,"n"
"H42","H42Z",0,0,0,1,1,0,"n"
"H44","H44T",0,0,0,1,0,0,"n"
"H52","H52C",0,0,0,1,1,0,"n"
"H52","H52D",0,0,0,1,0,0,"n"
"H52","H52I",0,0,0,1,0,0,"n"
"H52","H52J",0,0,0,1,0,0,"n"
"H53","H53A",0,0,1,1,0,1,"n"
"H53","H53F",0,0,1,1,0,1,"n"
"H53","H53L",0,1,1,1,1,0,"n"
"H53","H53X",0,0,0,0,1,1,"n"
"H55","H55A",0,0,0,1,0,0,"n"
"H55","H55B",0,0,1,1,0,1,"n"
"H65","H65D",0,0,0,1,0,1,"n"
"H73","H73P",0,0,1,1,0,0,"n"
"H76","H76M",0,0,1,1,0,0,"n"
"H76","H76S",0,0,0,0,0,1,"n"
"H84","H84M",0,0,1,1,0,0,"n"
"H84","H84Z",1,0,0,0,0,0,"n"
"H87","H87F",1,1,1,0,0,0,"n"
"H87","H87G",1,0,0,0,0,0,"n"
"H87","H87H",1,0,0,0,0,0,"n"
"H96","H96E",1,0,0,0,0,0,"n"
"H97","H97F",1,0,0,0,0,0,"n"
"HP50","HP50S",0,0,0,0,1,0,"n"
"HU14","HU14Z",0,0,0,0,0,1,"n"
"HU15","HU15Q",0,0,0,0,0,1,"n"
"HU15","HU15R",0,0,0,0,0,1,"n"
"HU15","HU15W",0,0,0,0,1,0,"n"
"HU24","HU24E",0,0,0,0,1,0,"n"
"HU24","HU24I",0,0,0,1,0,0,"n"
"HU25","HU25A",0,0,0,1,1,0,"n"
"HU25","HU25D",0,0,0,0,0,1,"n"
"HU25","HU25F",0,0,0,1,0,0,"n"
"HU25","HU25N",0,0,0,1,1,0,"n"
"HU25","HU25Q",0,0,0,1,1,0,"n"
"HU31","HU31T",0,0,1,1,0,1,"n"
"HU33","HU33S",0,0,0,0,0,1,"n"
"HU34","HU34I",0,0,0,0,0,1,"n"
"HU34","HU34X",0,0,0,0,0,1,"n"
"HU34","HU34Z",0,0,0,0,0,1,"n"
"HU35","HU35Q",0,0,0,0,0,1,"n"
"HU35","HU35W",0,0,0,0,0,1,"n"
"HU36","HU36M",0,0,0,0,1,1,"n"
"HU36","HU36S",0,0,0,0,1,1,"n"
"HU37","HU37K",0,0,0,0,0,1,"n"
"HU43","HU43P",0,0,0,0,0,1,"n"
"HU44","HU44B",0,0,0,0,1,0,"n"
"HU45","HU45I",0,0,0,0,0,1,"n"
"HU45","HU45L",0,0,0,0,0,1,"n"
"HU45","HU45R",0,0,0,0,0,1,"n"
"HU45","HU45S",0,0,0,0,0,1,"n"
"HU45","HU45X",0,0,0,0,1,1,"n"
"HU46","HU46A",0,0,0,0,0,1,"n"
"HU46","HU46B",0,0,0,0,0,1,"n"
"HU46","HU46E",0,0,0,0,0,1,"n"
"HU53","HU53E",0,0,0,0,0,1,"n"
"HU54","HU54A",0,0,0,0,1,1,"n"
"HU54","HU54B",0,0,0,0,1,0,"n"
"HU55","HU55E",0,0,0,0,0,1,"n"
"HU59","HU59Z",0,0,0,0,0,1,"n"
"HY10","HY10V",0,0,1,0,0,1,"n"
"HY10","HY10X",0,0,0,0,0,1,"n"
"HY20","HY20C",0,0,0,0,0,1,"n"
"HY20","HY20F",0,0,0,0,1,0,"n"
"HY20","HY20G",0,1,1,1,1,1,"n"
"HY20","HY20H",0,0,0,1,1,1,"n"
"HY20","HY20M",0,0,1,1,1,1,"n"
"HY20","HY20S",0,0,0,0,0,1,"n"
"HY21","HY21F",0,0,0,0,0,1,"n"
"HY21","HY21G",0,0,0,1,0,1,"n"
"HY21","HY21H",0,0,0,0,1,1,"n"
"HY21","HY21I",0,0,0,0,1,1,"n"
"HY21","HY21J",0,0,0,1,1,1,"n"
"HY21","HY21K",0,0,0,0,1,0,"n"
"HY21","HY21P",0,0,0,0,1,0,"n"
"HY21","HY21U",0,0,0,1,1,1,"n"
"HY21","HY21V",0,0,0,0,0,1,"n"
"HY22","HY22L",0,0,1,0,0,0,"n"
"HY22","HY22M",0,0,1,1,0,1,"n"
"HY22","HY22R",0,0,0,0,1,0,"n"
"HY22","HY22V",0,0,0,1,0,0,"n"
"HY22","HY22W",0,0,0,1,0,1,"n"
"HY22","HY22X",0,0,0,0,1,1,"n"
"HY22","HY22Y",0,0,0,0,0,1,"n"
"HY30","HY30T",0,0,0,0,1,0,"n"
"HY30","HY30Y",0,0,1,1,1,0,"n"
"HY31","HY31A",0,0,0,0,1,1,"n"
"HY31","HY31E",0,0,0,0,1,0,"n"
"HY31","HY31H",0,0,0,1,1,0,"n"
"HY31","HY31K",0,0,0,0,1,0,"n"
"HY31","HY31Z",0,0,1,0,0,0,"n"
"HY32","HY32B",0,0,0,1,0,0,"n"
"HY32","HY32C",0,0,1,0,0,0,"n"
"HY32","HY32M",0,0,0,0,0,1,"n"
"HY32","HY32X",0,0,0,1,1,0,"n"
"HY32","HY32Z",0,0,0,1,1,1,"n"
"HY33","HY33Q",0,0,0,0,0,1,"n"
"HY33","HY33R",0,0,0,0,1,1,"n"
"HY33","HY33S",0,0,1,0,0,0,"n"
"HY33","HY33V",0,0,0,1,0,0,"n"
"HY33","HY33W",0,0,0,1,1,0,"n"
"HY33","HY33X",0,0,1,0,1,1,"n"
"HY34","HY34Z",0,0,0,0,0,1,"n"
"HY40","HY40M",0,0,0,0,1,0,"n"
"HY40","HY40N",0,0,0,0,1,0,"n"
"HY40","HY40Q",0,0,0,0,0,1,"n"
"HY41","HY41R",0,0,0,0,0,1,"n"
"HY41","HY41W",0,0,0,1,0,1,"n"
"HY42","HY42C",0,0,0,1,0,0,"n"
"HY42","HY42G",0,0,0,0,0,1,"n"
"HY42","HY42L",0,0,0,1,0,0,"n"
"HY42","HY42U",0,0,0,1,1,1,"n"
"HY42","HY42V",0,0,0,0,0,1,"n"
"HY43","HY43A",0,0,0,0,1,0,"n"
"HY43","HY43F",0,0,0,1,1,1,"n"
"HY43","HY43G",0,0,1,0,0,1,"n"
"HY43","HY43L",0,0,0,1,0,1,"n"
"HY43","HY43Q",0,0,0,1,0,1,"n"
"HY44","HY44B",0,0,0,0,0,1,"n"
"HY44","HY44C",0,0,0,0,0,1,"n"
"HY44","HY44D",0,0,0,0,0,1,"n"
"HY44","HY44E",0,0,0,1,1,1,"n"
"HY44","HY44G",0,0,0,0,1,1,"n"
"HY44","HY44H",0,0,1,0,1,0,"n"
"HY44","HY44I",0,0,0,0,0,1,"n"
"HY44","HY44L",0,0,0,1,0,1,"n"
"HY44","HY44S",0,0,0,1,1,1,"n"
"HY44","HY44Z",0,0,0,0,1,0,"n"
"HY45","HY45K",0,0,0,0,0,1,"n"
"HY45","HY45L",0,0,0,0,0,1,"n"
"HY45","HY45V",0,0,0,1,1,0,"n"
"HY45","HY45W",0,0,0,0,0,1,"n"
"HY45","HY45X",0,0,1,0,0,1,"n"
"HY50","HY50U",0,0,0,0,0,1,"n"
"HY50","HY50V",0,1,0,0,0,0,"n"
"HY50","HY50Y",0,0,0,0,1,0,"n"
"HY50","HY50Z",0,0,0,0,1,0,"n"
"HY51","HY51E",1,0,0,0,0,0,"n"
"HY53","HY53M",0,0,1,1,1,0,"n"
"HY55","HY55B",0,0,0,0,1,0,"n"
"HY55","HY55C",0,0,0,1,1,1,"n"
"HY62","HY62W",0,0,0,0,1,0,"n"
"HY63","HY63I",0,0,1,0,1,0,"n"
"HY63","HY63J",0,0,0,1,1,0,"n"
"HY63","HY63P",0,0,1,1,1,1,"n"
"HY63","HY63Z",0,0,1,0,0,1,"n"
"HY64","HY64M",0,1,0,0,0,1,"n"
"HY64","HY64N",0,0,1,0,0,0,"n"
"HY64","HY64S",0,0,0,1,0,1,"n"
"HY64","HY64V",0,0,0,1,0,0,"n"
"HY64","HY64X",0,0,0,0,0,1,"n"
"HY64","HY64Y",0,0,0,1,0,1,"n"
"HY74","HY74A",0,0,1,0,0,1,"n"
"HY74","HY74H",0,0,1,1,0,1,"n"
"HY74","HY74M",0,1,1,1,1,1,"n"
"HY74","HY74N",0,0,0,0,1,1,"n"
"HY74","HY74R",0,0,0,0,0,1,"n"
"HY74","HY74T",0,0,0,1,0,1,"n"
"HY75","HY75L",0,0,0,0,0,1,"n"
"HY75","HY75R",0,0,0,0,0,1,"n"
"HY75","HY75S",1,0,1,0,1,1,"n"
"J37","J37B",0,0,1,0,0,0,"n"
"J38","J38Z",1,0,0,0,0,0,"n"
"J45","J45P",0,0,0,1,0,0,"n"
"L76","L76J",0,0,1,1,0,1,"n"
"L76","L76P",0,0,1,1,0,1,"n"
"L77","L77F",0,0,1,1,0,0,"n"
"L77","L77G",0,0,0,1,0,0,"n"
"L77","L77K",0,0,1,1,0,1,"n"
"L98","L98I",0,0,0,0,0,1,"n"
"L98","L98N",0,0,0,0,0,1,"n"
"L98","L98Z",0,0,0,0,0,1,"n"
"M08","M08H",0,0,0,0,0,1,"n"
"M10","M10P",0,0,1,0,0,1,"n"
"M10","M10T",0,0,0,0,0,1,"n"
"M10","M10U",0,0,1,0,1,0,"n"
"M10","M10X",0,0,0,1,0,1,"n"
"M10","M10Z",0,0,0,0,1,1,"n"
"M14","M14L",0,0,0,0,1,1,"n"
"M14","M14T",0,0,0,0,1,1,"n"
"M14","M14X",0,0,0,0,1,1,"n"
"M14","M14Y",0,0,0,0,1,1,"n"
"M15","M15Q",0,0,0,0,0,1,"n"
"M16","M16L",0,0,0,0,0,1,"n"
"M16","M16P",0,0,0,0,0,1,"n"
"M16","M16T",0,0,0,0,0,1,"n"
"M16","M16U",0,0,1,0,1,1,"n"
"M16","M16Y",0,0,0,0,0,1,"n"
"M17","M17M",0,0,1,0,0,0,"n"
"M17","M17Q",0,0,1,0,0,0,"n"
"M17","M17R",0,0,1,0,1,1,"n"
"M17","M17S",0,0,1,0,0,0,"n"
"M17","M17V",0,0,1,0,0,0,"n"
"M17","M17W",0,0,1,0,0,1,"n"
"M17","M17X",0,0,0,0,0,1,"n"
"M18","M18Q",0,0,0,0,0,1,"n"
"M20","M20D",0,0,0,0,1,1,"n"
"M20","M20E",0,0,0,0,1,0,"n"
"M20","M20L",0,0,0,0,0,1,"n"
"M20","M20R",0,0,0,0,0,1,"n"
"M21","M21V",0,0,0,0,1,0,"n"
"M22","M22U",0,0,1,0,0,0,"n"
"M22","M22Y",0,0,1,0,0,0,"n"
"M22","M22Z",0,0,0,0,0,1,"n"
"M23","M23I",0,0,0,0,1,0,"n"
"M23","M23J",0,0,0,0,1,0,"n"
"M23","M23K",0,0,0,0,0,1,"n"
"M23","M23M",0,0,0,0,1,0,"n"
"M23","M23P",0,0,0,0,0,1,"n"
"M23","M23U",0,0,0,0,0,1,"n"
"M23","M23Y",0,0,0,0,1,1,"n"
"M24","M24A",0,0,0,0,1,1,"n"
"M24","M24C",0,0,0,0,1,1,"n"
"M24","M24E",0,0,0,0,0,1,"n"
"M24","M24F",0,0,0,0,1,1,"n"
"M24","M24G",0,0,0,0,0,1,"n"
"M24","M24H",0,0,0,0,0,1,"n"
"M24","M24Q",0,0,0,0,1,0,"n"
"M24","M24R",0,0,0,0,0,1,"n"
"M24","M24V",0,0,0,0,1,1,"n"
"M25","M25A",0,0,0,0,0,1,"n"
"M25","M25C",0,0,0,0,0,1,"n"
"M25","M25H",0,0,0,0,0,1,"n"
"M25","M25J",0,0,0,0,1,0,"n"
"M25","M25S",0,0,0,1,0,0,"n"
"M26","M26D",0,0,1,0,0,0,"n"
"M26","M26J",0,0,1,0,0,0,"n"
"M26","M26L",0,0,0,0,1,0,"n"
"M26","M26S",0,0,1,0,0,1,"n"
"M27","M27B",0,0,0,0,0,1,"n"
"M27","M27J",0,0,0,1,0,0,"n"
"M27","M27Z",0,0,0,0,0,1,"n"
"M28","M28J",0,0,0,0,0,1,"n"
"M29","M29J",0,0,0,0,0,1,"n"
"M30","M30B",0,0,0,0,1,0,"n"
"M30","M30G",0,0,0,0,1,1,"n"
"M30","M30H",0,0,0,0,0,1,"n"
"M30","M30I",0,0,0,0,0,1,"n"
"M30","M30Q",0,0,0,0,0,1,"n"
"M31","M31A",0,0,0,0,1,1,"n"
"M31","M31W",0,0,0,0,0,1,"n"
"M31","M31X",0,0,0,0,1,0,"n"
"M32","M32E",0,0,0,1,0,1,"n"
"M32","M32N",0,0,0,0,0,1,"n"
"M32","M32R",0,0,0,0,0,1,"n"
"M33","M33D",0,0,0,0,0,1,"n"
"M33","M33I",0,0,0,0,1,1,"n"
"M34","M34A",0,0,0,0,0,1,"n"
"M35","M35Q",0,0,0,1,0,0,"n"
"M36","M36P",0,0,0,1,0,0,"n"
"M37","M37P",0,0,0,0,0,1,"n"
"M38","M38B",0,0,0,0,0,1,"n"
"M38","M38V",0,0,0,0,0,1,"n"
"M39","M39H",0,0,0,0,0,1,"n"
"M39","M39K",0,0,0,0,0,1,"n"
"M39","M39U",0,0,0,0,0,1,"n"
"M40","M40A",0,0,0,0,0,1,"n"
"M40","M40B",0,0,0,0,0,1,"n"
"M40","M40U",0,0,0,0,0,1,"n"
"M41","M41C",0,0,0,0,1,0,"n"
"M41","M41L",0,0,0,0,0,1,"n"
"M42","M42L",0,0,0,0,0,1,"n"
"M42","M42X",0,0,0,0,0,1,"n"
"M45","M45A",0,0,0,0,1,0,"n"
"M47","M47X",0,0,0,0,0,1,"n"
"M48","M48G",0,0,0,0,0,1,"n"
"M48","M48J",0,0,0,0,0,1,"n"
"M48","M48M",0,0,0,0,0,1,"n"
"M48","M48W",0,0,0,0,0,1,"n"
"M48","M48Z",0,0,0,0,0,1,"n"
"M49","M49H",0,0,0,0,0,1,"n"
"M50","M50N",0,0,0,1,0,0,"n"
"M51","M51Y",0,0,0,0,0,1,"n"
"M52","M52M",0,0,1,0,0,0,"n"
"M52","M52W",0,0,0,0,0,1,"n"
"M54","M54N",0,0,0,0,0,1,"n"
"M55","M55G",0,0,0,1,0,1,"n"
"M55","M55M",0,0,0,0,0,1,"n"
"M55","M55Y",0,0,0,0,0,1,"n"
"M56","M56J",0,0,0,0,0,1,"n"
"M56","M56P",0,0,0,0,0,1,"n"
"M56","M56T",0,0,0,0,1,1,"n"
"M56","M56U",0,0,0,0,1,0,"n"
"M57","M57H",0,0,0,0,0,1,"n"
"M57","M57Q",0,0,0,1,0,0,"n"
"M57","M57U",0,0,0,0,0,1,"n"
"M57","M57Z",0,0,0,0,1,1,"n"
"M58","M58E",0,0,0,0,0,1,"n"
"M58","M58I",0,0,0,0,0,1,"n"
"M58","M58V",0,0,0,0,1,0,"n"
"M60","M60W",0,0,0,1,0,0,"n"
"M61","M61D",0,0,0,0,0,1,"n"
"M62","M62M",0,0,0,0,1,0,"n"
"M63","M63W",0,0,0,1,0,0,"n"
"M66","M66F",0,0,0,0,1,1,"n"
"M66","M66K",0,0,0,0,1,0,"n"
"M68","M68I",0,0,0,0,0,1,"n"
"M69","M69S",0,0,0,0,0,1,"n"
"M69","M69T",0,0,0,0,0,1,"n"
"M69","M69Y",0,0,0,1,0,1,"n"
"M69","M69Z",0,0,0,1,0,1,"n"
"M73","M73R",0,0,0,0,0,1,"n"
