"hectad","tetrad","to 1929","1930 - 1969","1970 - 1986","1987 - 1999","2000 - 2009","2010 - 2019","hectadstatus"
"NN61","NN61J",0,0,0,1,1,0,"n"
"NN64","NN64A",0,1,0,0,0,1,"n"
"NN64","NN64B",0,1,0,0,0,0,"n"
"NN64","NN64F",1,1,1,1,1,1,"n"
"NN64","NN64G",0,0,1,1,1,1,"n"
"NN64","NN64J",0,0,1,0,1,1,"n"
"NN64","NN64K",0,1,0,1,0,0,"n"
"NN64","NN64L",0,0,0,1,0,1,"n"
"NN64","NN64M",0,0,0,1,1,1,"n"
"NN64","NN64P",0,0,0,0,0,1,"n"
"NN64","NN64S",0,0,0,1,1,1,"n"
"NN64","NN64Z",0,0,0,0,0,1,"n"
"NN65","NN65F",0,1,0,0,1,1,"n"
"NN65","NN65K",0,0,0,0,1,0,"n"
"NN65","NN65R",0,0,0,1,0,0,"n"
"NN65","NN65V",0,0,0,0,1,0,"n"
"NN66","NN66Q",0,1,0,0,1,0,"n"
"NN66","NN66V",0,0,1,0,1,1,"n"
"NN66","NN66W",0,1,0,0,0,0,"n"
"NN67","NN67A",0,0,1,1,0,0,"n"
"NN67","NN67B",0,0,1,0,0,0,"n"
"NN67","NN67C",1,0,1,0,1,0,"n"
"NN67","NN67G",0,0,1,0,1,1,"n"
"NN67","NN67H",1,1,0,1,1,1,"n"
"NN67","NN67K",0,0,0,0,0,1,"n"
"NN67","NN67N",0,0,1,0,1,0,"n"
"NN67","NN67P",0,0,1,0,1,1,"n"
"NN67","NN67T",0,0,0,0,1,0,"n"
"NN67","NN67Z",0,0,1,1,0,0,"n"
"NN68","NN68K",0,0,0,0,0,1,"n"
"NN68","NN68L",0,0,0,0,0,1,"n"
"NN73","NN73A",0,0,0,0,1,0,"n"
"NN73","NN73B",0,0,0,0,0,1,"n"
"NN73","NN73N",0,0,0,1,0,0,"n"
"NN73","NN73V",0,0,1,0,0,0,"n"
"NN73","NN73W",0,0,0,1,0,0,"n"
"NN77","NN77E",0,0,0,0,1,0,"n"
"NN77","NN77Y",0,0,0,1,0,1,"n"
"NN78","NN78H",0,0,0,1,0,0,"n"
"NN78","NN78S",0,0,1,0,0,0,"n"
"NN85","NN85H",0,0,0,1,0,0,"n"
"NN85","NN85M",0,0,0,0,0,1,"n"
"NN87","NN87D",0,0,0,0,0,1,"n"
"NN89","NN89Q",0,0,0,0,0,1,"n"
"NN89","NN89R",0,0,0,1,1,1,"n"
"NN89","NN89X",0,0,1,0,1,1,"n"
"NN89","NN89Y",0,0,0,0,1,1,"n"
"NN96","NN96L",0,0,0,1,0,0,"n"
"NN96","NN96Z",0,0,1,0,0,0,"n"
"NN97","NN97R",0,0,0,0,0,1,"n"
"NN97","NN97W",0,0,1,0,0,0,"n"
"NN98","NN98G",0,0,0,0,0,1,"n"
"NN99","NN99D",0,0,0,0,0,1,"n"
"NN99","NN99J",0,0,0,0,1,1,"n"
"NN99","NN99L",0,0,1,0,1,0,"n"
"NN99","NN99N",0,0,1,0,1,1,"n"
"NN99","NN99P",0,0,1,1,1,1,"n"
"NN99","NN99T",0,0,1,0,1,1,"n"
"NN99","NN99Y",0,0,0,0,1,1,"n"
"NN99","NN99Z",0,0,0,0,1,0,"n"
"NO07","NO07C",0,0,0,0,0,1,"n"
"NO07","NO07H",0,0,0,1,0,0,"n"
"NO07","NO07M",0,0,0,0,1,0,"n"
"NO07","NO07N",0,0,1,1,1,1,"n"
"NO07","NO07Q",0,0,0,0,1,1,"n"
"NO07","NO07T",0,0,0,1,0,1,"n"
"NO08","NO08G",0,0,0,0,0,1,"n"
"NO08","NO08L",0,0,0,0,1,0,"n"
"NO09","NO09E",0,0,1,0,1,1,"n"
"NO09","NO09I",0,0,0,1,0,1,"n"
"NO09","NO09J",0,0,0,1,0,0,"n"
"NO09","NO09M",0,0,0,1,0,0,"n"
"NO09","NO09Z",0,0,0,1,0,1,"n"
"NO17","NO17I",0,1,0,0,0,0,"n"
"NO17","NO17J",0,1,1,1,1,1,"n"
"NO17","NO17N",0,0,0,1,1,0,"n"
"NO17","NO17S",0,0,0,0,0,1,"n"
"NO17","NO17T",0,0,1,1,1,1,"n"
"NO17","NO17U",0,0,0,1,1,1,"n"
"NO18","NO18Q",0,0,0,0,1,1,"n"
"NO27","NO27M",0,1,0,1,0,1,"n"
"NO28","NO28H",0,0,1,0,0,0,"n"
"NO48","NO48F",0,0,0,0,0,1,"n"
