"hectad","tetrad","to 1929","1930 - 1969","1970 - 1986","1987 - 1999","2000 - 2009","2010 - 2019","hectadstatus"
"G63","G63C",0,0,0,0,1,0,"n"
"G63","G63H",0,0,0,0,1,0,"n"
"G64","G64K",0,0,0,0,1,1,"n"
"G64","G64Q",0,0,0,0,0,1,"n"
"G64","G64U",0,0,0,0,1,1,"n"
"G64","G64Y",0,0,0,1,0,0,"n"
"G65","G65F",0,0,0,0,1,0,"n"
"G65","G65W",0,0,0,0,1,0,"n"
"G68","G68Z",0,0,0,1,0,0,"n"
"G69","G69T",0,0,0,0,0,1,"n"
"G69","G69X",0,0,0,1,0,0,"n"
"G70","G70A",0,0,0,0,0,1,"n"
"G73","G73Z",0,0,0,0,1,0,"n"
"G74","G74F",0,0,0,1,0,0,"n"
"G74","G74Q",0,0,0,1,0,1,"n"
"G74","G74Y",0,0,0,0,1,0,"n"
"G75","G75C",0,0,0,1,0,1,"n"
"G75","G75D",0,0,0,1,1,1,"n"
"G75","G75V",0,0,0,0,1,1,"n"
"G76","G76E",0,0,0,0,0,1,"n"
"G79","G79E",0,0,0,1,0,0,"n"
"G79","G79J",0,0,0,1,0,0,"n"
"G79","G79Z",0,0,0,0,1,0,"n"
"G84","G84D",0,0,0,1,0,0,"n"
"G84","G84X",0,0,0,1,0,0,"n"
"G88","G88J",0,0,0,0,1,0,"n"
"G92","G92R",0,0,0,0,1,0,"n"
"G95","G95C",0,0,0,1,0,0,"n"
"G95","G95G",0,1,0,1,0,0,"n"
"G95","G95Q",0,0,1,0,0,0,"n"
"G95","G95Z",0,1,0,1,0,0,"n"
"G96","G96D",0,0,0,0,1,0,"n"
"G96","G96H",0,0,0,1,0,1,"n"
"G96","G96P",0,0,0,1,0,0,"n"
"G96","G96W",0,0,0,1,0,0,"n"
"G98","G98G",0,0,0,1,1,0,"n"
"G98","G98H",0,0,0,0,1,0,"n"
"G98","G98K",0,0,0,1,0,0,"n"
"G98","G98N",0,0,0,0,1,0,"n"
"G98","G98W",0,0,0,1,0,0,"n"
"G99","G99G",0,0,0,0,1,0,"n"
"H03","H03Z",1,0,0,0,0,0,"n"
"H04","H04G",0,0,0,1,0,0,"n"
"H04","H04H",0,0,1,0,1,0,"n"
"H05","H05A",0,0,0,1,0,0,"n"
"H05","H05E",0,0,0,1,0,0,"n"
"H05","H05G",0,0,0,0,1,1,"n"
"H05","H05H",1,0,0,0,0,0,"n"
"H05","H05X",1,1,0,0,0,0,"n"
"H05","H05Z",0,0,0,1,0,0,"n"
"H06","H06C",0,0,0,1,0,0,"n"
"H06","H06G",0,0,0,0,1,0,"n"
"H06","H06Y",0,0,0,1,0,0,"n"
"H08","H08I",0,0,0,0,0,1,"n"
"H14","H14Y",0,0,0,1,1,0,"n"
"H15","H15D",0,0,0,1,1,0,"n"
"H16","H16B",0,0,0,0,0,1,"n"
"H16","H16K",0,1,0,0,0,0,"n"
"H16","H16S",0,0,0,1,0,0,"n"
"H17","H17X",0,0,0,1,0,0,"n"
"H18","H18C",0,0,0,1,0,0,"n"
"H18","H18J",0,0,0,0,1,0,"n"
"H23","H23V",0,0,0,0,0,1,"n"
"H24","H24I",1,0,0,0,0,1,"n"
"H27","H27B",0,0,0,0,0,1,"n"
"H27","H27C",0,0,0,0,0,1,"n"
"H27","H27I",0,0,0,1,0,0,"n"
"H27","H27N",0,0,1,1,0,0,"n"
"H27","H27T",0,0,0,1,0,0,"n"
"H27","H27Y",0,0,0,0,0,1,"n"
"H31","H31Q",0,0,0,0,1,0,"n"
"H31","H31R",0,0,0,0,1,0,"n"
"H32","H32N",0,0,0,1,0,0,"n"
"H35","H35L",0,1,0,1,0,0,"n"
"H42","H42Y",0,0,1,0,1,1,"n"
"H44","H44T",0,0,1,1,0,0,"n"
"H49","H49W",0,0,0,1,0,0,"n"
"H54","H54E",0,0,0,0,1,0,"n"
"H69","H69J",0,0,0,1,0,0,"n"
"H77","H77P",0,0,1,1,0,0,"n"
"H77","H77U",0,0,1,0,0,0,"n"
"H78","H78S",1,1,1,1,0,0,"n"
"H79","H79E",0,0,0,1,0,0,"n"
"H79","H79J",0,0,0,0,1,1,"n"
"H79","H79N",0,0,1,0,0,0,"n"
"H79","H79P",0,0,0,0,0,1,"n"
"H87","H87E",1,0,1,0,0,0,"n"
"H88","H88E",0,0,0,0,1,0,"n"
"H89","H89A",0,0,0,0,1,0,"n"
"H90","H90T",0,0,0,0,0,1,"n"
"H96","H96G",0,0,1,0,0,0,"n"
"H97","H97U",0,0,1,0,0,0,"n"
"H98","H98Z",0,0,1,0,0,0,"n"
"H99","H99S",0,1,1,1,0,1,"n"
"H99","H99T",0,0,0,1,0,0,"n"
"H99","H99V",1,0,0,0,0,0,"n"
"HP40","HP40V",0,0,0,0,0,1,"n"
"HP50","HP50B",0,0,0,0,0,1,"n"
"HP50","HP50H",0,0,0,1,0,0,"n"
"HP50","HP50L",0,0,0,0,0,1,"n"
"HP50","HP50R",0,0,0,0,1,1,"n"
"HP50","HP50V",0,0,0,0,0,1,"n"
"HP50","HP50X",0,0,0,1,0,0,"n"
"HP50","HP50Y",0,0,0,0,0,1,"n"
"HP51","HP51V",0,0,0,0,0,1,"n"
"HP60","HP60C",0,0,0,0,0,1,"n"
"HP60","HP60D",0,0,0,0,0,1,"n"
"HP60","HP60E",0,0,0,1,0,0,"n"
"HP60","HP60J",0,0,0,0,1,1,"n"
"HP60","HP60P",0,0,0,0,0,1,"n"
"HP61","HP61F",0,0,0,0,0,1,"n"
"HP61","HP61G",0,0,0,0,1,0,"n"
"HP61","HP61K",0,0,0,0,0,1,"n"
"HP61","HP61L",0,0,0,0,1,1,"n"
"HT94","HT94K",0,0,0,0,0,1,"n"
"HU15","HU15Q",0,0,0,1,0,0,"n"
"HU15","HU15R",0,0,0,0,0,1,"n"
"HU24","HU24D",0,0,0,1,0,0,"n"
"HU25","HU25A",0,0,0,1,1,0,"n"
"HU25","HU25E",0,0,0,0,1,0,"n"
"HU25","HU25F",0,0,0,1,0,0,"n"
"HU25","HU25N",0,0,0,1,0,0,"n"
"HU25","HU25R",0,0,0,0,1,0,"n"
"HU25","HU25W",0,0,0,1,1,0,"n"
"HU26","HU26V",0,0,0,1,0,0,"n"
"HU27","HU27E",0,0,0,1,0,1,"n"
"HU27","HU27P",0,0,0,0,0,1,"n"
"HU28","HU28L",0,0,0,0,1,0,"n"
"HU30","HU30Z",0,0,0,1,0,1,"n"
"HU31","HU31S",0,0,0,0,0,1,"n"
"HU31","HU31X",0,0,0,0,0,1,"n"
"HU31","HU31Y",0,0,0,0,0,1,"n"
"HU33","HU33R",0,0,0,1,0,0,"n"
"HU33","HU33S",0,0,0,0,0,1,"n"
"HU34","HU34X",0,0,0,1,1,0,"n"
"HU34","HU34Y",0,0,0,1,0,0,"n"
"HU34","HU34Z",0,0,0,0,0,1,"n"
"HU35","HU35Q",0,0,0,0,0,1,"n"
"HU35","HU35T",0,0,0,0,0,1,"n"
"HU35","HU35V",0,0,0,0,0,1,"n"
"HU35","HU35W",0,0,0,0,0,1,"n"
"HU36","HU36A",0,0,0,1,0,0,"n"
"HU36","HU36F",0,0,0,1,0,0,"n"
"HU36","HU36M",0,0,0,0,1,1,"n"
"HU36","HU36N",0,0,0,0,0,1,"n"
"HU36","HU36S",0,0,0,0,1,0,"n"
"HU37","HU37E",0,0,0,0,1,0,"n"
"HU37","HU37G",0,0,0,0,1,0,"n"
"HU37","HU37K",0,0,0,0,0,1,"n"
"HU37","HU37L",0,0,0,0,0,1,"n"
"HU37","HU37N",0,0,0,0,0,1,"n"
"HU39","HU39Q",0,0,0,0,0,1,"n"
"HU39","HU39R",0,0,0,0,0,1,"n"
"HU42","HU42I",0,0,0,0,1,0,"n"
"HU42","HU42M",0,0,0,0,1,1,"n"
"HU44","HU44A",0,0,0,1,0,0,"n"
"HU44","HU44B",0,0,0,1,1,0,"n"
"HU44","HU44J",0,0,0,0,1,1,"n"
"HU44","HU44P",0,0,0,0,0,1,"n"
"HU45","HU45A",0,0,0,0,1,0,"n"
"HU45","HU45B",0,0,0,0,1,0,"n"
"HU45","HU45C",0,0,0,0,1,0,"n"
"HU45","HU45D",0,0,0,0,1,0,"n"
"HU45","HU45G",0,0,0,0,1,1,"n"
"HU45","HU45L",0,0,0,0,1,1,"n"
"HU45","HU45M",0,0,0,0,1,1,"n"
"HU46","HU46B",0,0,0,1,0,0,"n"
"HU46","HU46E",0,0,0,0,0,1,"n"
"HU46","HU46Y",0,0,0,0,0,1,"n"
"HU47","HU47L",0,0,1,0,0,0,"n"
"HU47","HU47U",0,0,0,1,0,1,"n"
"HU48","HU48P",0,0,0,1,0,1,"n"
"HU49","HU49K",0,0,0,0,0,1,"n"
"HU49","HU49M",0,0,0,0,0,1,"n"
"HU54","HU54F",0,0,0,0,1,0,"n"
"HU55","HU55E",0,0,0,1,0,0,"n"
"HU56","HU56S",0,0,0,1,0,0,"n"
"HU59","HU59E",0,0,0,0,0,1,"n"
"HU59","HU59W",0,0,0,0,0,1,"n"
"HU59","HU59X",0,0,0,0,0,1,"n"
"HU67","HU67V",0,0,0,0,0,1,"n"
"HU68","HU68P",0,0,0,0,1,1,"n"
"HU69","HU69A",0,0,0,0,1,0,"n"
"HU69","HU69F",0,0,0,1,1,1,"n"
"HU69","HU69G",0,0,0,0,0,1,"n"
"HU69","HU69Q",0,0,1,1,0,0,"n"
"HY20","HY20A",0,0,0,0,0,1,"n"
"HY20","HY20B",0,0,0,0,1,0,"n"
"HY20","HY20C",0,0,0,0,0,1,"n"
"HY20","HY20F",0,0,0,0,1,0,"n"
"HY20","HY20G",0,0,0,1,0,1,"n"
"HY20","HY20H",0,0,0,0,1,0,"n"
"HY20","HY20K",0,0,0,0,1,0,"n"
"HY20","HY20L",1,0,0,0,0,0,"n"
"HY20","HY20M",0,0,0,1,0,1,"n"
"HY21","HY21A",1,0,0,0,0,0,"n"
"HY21","HY21G",0,0,0,1,0,1,"n"
"HY21","HY21H",0,0,0,0,1,1,"n"
"HY21","HY21J",0,0,0,0,0,1,"n"
"HY21","HY21M",1,0,0,0,0,0,"n"
"HY22","HY22R",0,0,0,0,1,0,"n"
"HY22","HY22V",0,0,0,0,0,1,"n"
"HY22","HY22W",0,0,0,1,0,0,"n"
"HY22","HY22X",1,0,0,0,0,0,"n"
"HY30","HY30H",0,0,0,0,1,0,"n"
"HY30","HY30I",0,0,0,0,0,1,"n"
"HY30","HY30P",0,0,0,1,0,0,"n"
"HY30","HY30T",0,0,0,0,1,1,"n"
"HY30","HY30U",0,0,0,0,0,1,"n"
"HY30","HY30Y",0,0,0,0,1,0,"n"
"HY31","HY31A",0,0,0,1,1,0,"n"
"HY31","HY31E",0,0,0,0,1,0,"n"
"HY31","HY31H",0,0,0,1,1,0,"n"
"HY31","HY31L",0,0,0,0,0,1,"n"
"HY31","HY31M",0,0,1,1,1,0,"n"
"HY31","HY31N",1,0,0,0,1,0,"n"
"HY31","HY31S",0,0,0,0,1,0,"n"
"HY32","HY32C",0,0,1,0,0,0,"n"
"HY32","HY32E",0,0,0,0,0,1,"n"
"HY32","HY32G",1,0,0,0,0,0,"n"
"HY32","HY32I",0,0,0,0,0,1,"n"
"HY32","HY32M",0,0,0,0,0,1,"n"
"HY32","HY32W",0,0,0,0,1,0,"n"
"HY32","HY32X",0,0,0,0,1,0,"n"
"HY32","HY32Z",0,0,0,0,0,1,"n"
"HY33","HY33Q",0,0,0,0,0,1,"n"
"HY33","HY33R",0,0,0,0,1,1,"n"
"HY33","HY33W",0,0,0,1,0,0,"n"
"HY33","HY33X",0,0,0,0,1,1,"n"
"HY40","HY40M",0,0,0,1,1,1,"n"
"HY40","HY40N",0,0,0,0,1,0,"n"
"HY42","HY42E",0,0,0,0,0,1,"n"
"HY42","HY42U",0,0,0,0,1,1,"n"
"HY43","HY43F",0,0,0,0,0,1,"n"
"HY43","HY43G",0,0,0,0,0,1,"n"
"HY43","HY43Q",0,0,0,1,0,1,"n"
"HY44","HY44E",0,0,0,0,0,1,"n"
"HY44","HY44H",0,0,0,0,1,0,"n"
"HY44","HY44I",0,0,0,0,0,1,"n"
"HY45","HY45V",0,0,0,0,1,0,"n"
"HY50","HY50G",0,0,0,1,1,1,"n"
"HY51","HY51D",1,0,0,0,0,0,"n"
"HY55","HY55B",0,0,0,0,1,0,"n"
"HY55","HY55C",0,0,0,1,1,0,"n"
"HY62","HY62W",0,0,1,0,1,0,"n"
"HY63","HY63J",0,0,0,0,1,0,"n"
"HY64","HY64K",0,0,0,0,0,1,"n"
"HY64","HY64M",0,0,0,0,0,1,"n"
"HY64","HY64X",0,0,0,0,0,1,"n"
"HY74","HY74A",0,0,0,0,0,1,"n"
"HY75","HY75L",0,0,0,0,1,1,"n"
"HZ26","HZ26E",0,0,0,1,0,0,"n"
"HZ27","HZ27A",0,0,0,0,1,0,"n"
"HZ27","HZ27B",0,0,0,0,1,0,"n"
"J01","J01T",0,0,0,1,0,0,"n"
"J02","J02G",0,0,0,0,1,0,"n"
"J06","J06F",0,0,0,1,0,0,"n"
"J06","J06T",0,0,0,1,0,0,"n"
"J06","J06Y",0,0,1,0,0,0,"n"
"J07","J07W",1,0,0,0,0,0,"n"
"J08","J08C",0,0,1,0,0,0,"n"
"J10","J10Z",0,0,0,0,0,1,"n"
"J12","J12C",0,0,0,1,0,0,"n"
"J12","J12L",0,0,0,1,0,0,"n"
"J16","J16E",1,0,0,0,0,0,"n"
"J17","J17A",0,0,0,1,0,0,"n"
"J21","J21D",0,0,0,0,0,1,"n"
"J21","J21N",0,0,0,0,0,1,"n"
"J27","J27Y",0,0,0,0,0,1,"n"
"J29","J29H",0,0,0,0,0,1,"n"
"J32","J32K",1,0,0,0,0,0,"n"
"J32","J32R",0,1,0,0,0,0,"n"
"J32","J32X",0,0,0,1,0,1,"n"
"J32","J32Y",1,0,1,1,0,1,"n"
"J33","J33S",0,0,0,1,0,0,"n"
"J34","J34D",0,0,0,1,0,0,"n"
"J38","J38A",0,0,0,0,1,0,"n"
"J38","J38F",1,0,0,0,1,0,"n"
"J39","J39E",0,0,0,0,1,1,"n"
"J39","J39J",0,0,0,0,0,1,"n"
"J39","J39X",0,0,0,0,1,0,"n"
"J43","J43P",0,0,0,1,0,0,"n"
"J44","J44H",0,0,0,0,0,1,"n"
"J48","J48L",0,0,1,1,0,1,"n"
"J48","J48R",0,0,1,0,0,0,"n"
"J53","J53H",0,0,1,1,0,1,"n"
"J53","J53J",0,0,0,0,1,0,"n"
"J53","J53M",0,0,0,1,0,0,"n"
"J53","J53T",0,0,0,0,1,1,"n"
"J53","J53U",0,0,0,1,1,0,"n"
"J53","J53Z",0,0,1,0,0,0,"n"
"J54","J54G",0,0,0,0,1,0,"n"
"J54","J54N",0,0,0,0,1,0,"n"
"J54","J54S",0,0,0,1,0,0,"n"
"J54","J54T",0,0,0,0,1,0,"n"
"J54","J54V",0,0,0,0,1,0,"n"
"J56","J56V",0,0,0,1,0,0,"n"
"J58","J58G",0,0,1,0,1,0,"n"
"J58","J58R",0,0,0,1,0,0,"n"
"J64","J64B",0,0,1,1,1,0,"n"
"J64","J64C",0,0,0,0,0,1,"n"
"L54","L54W",0,0,0,0,1,0,"n"
"L54","L54X",0,0,1,1,1,1,"n"
"L54","L54Y",0,0,0,1,1,0,"n"
"L55","L55T",0,0,0,0,1,0,"n"
"L55","L55U",0,0,0,0,1,1,"n"
"L55","L55X",0,0,0,1,0,0,"n"
"L63","L63Y",0,0,0,1,0,0,"n"
"L64","L64H",0,0,0,0,1,0,"n"
"L72","L72Z",0,0,0,1,0,0,"n"
"L73","L73J",0,0,0,1,0,0,"n"
"L75","L75Y",0,0,0,0,1,0,"n"
"L76","L76J",0,0,0,0,1,0,"n"
"L76","L76P",0,0,1,1,0,0,"n"
"L77","L77K",0,0,1,1,0,0,"n"
"L77","L77N",0,0,0,0,1,1,"n"
"L81","L81K",0,0,0,0,0,1,"n"
"L87","L87Z",0,0,0,0,0,1,"n"
"L94","L94M",0,0,0,1,0,0,"n"
"L95","L95G",0,0,0,1,0,0,"n"
"L95","L95S",0,0,0,1,0,0,"n"
"L95","L95Z",0,0,0,1,0,0,"n"
"L98","L98K",0,0,0,0,0,1,"n"
"L98","L98N",0,0,0,0,1,0,"n"
"M04","M04U",0,0,0,0,0,1,"n"
"M05","M05U",0,0,0,0,0,1,"n"
"M10","M10Y",0,0,1,0,0,0,"n"
"M14","M14C",0,0,0,0,1,0,"n"
"M14","M14G",0,0,0,0,1,0,"n"
"M14","M14L",0,0,0,0,0,1,"n"
"M14","M14Y",0,0,0,0,1,0,"n"
"M22","M22Y",0,0,1,0,0,0,"n"
"M22","M22Z",0,0,1,0,0,0,"n"
"M23","M23I",0,0,0,0,1,0,"n"
"M23","M23J",0,0,0,0,1,0,"n"
"M23","M23Y",0,0,0,0,1,0,"n"
"M24","M24A",0,0,0,0,1,0,"n"
"M24","M24F",0,0,0,0,1,1,"n"
"M24","M24G",0,0,0,0,1,0,"n"
"M25","M25S",0,0,0,1,0,0,"n"
"M26","M26G",0,0,1,0,0,0,"n"
"M33","M33I",0,0,0,0,1,0,"n"
"M33","M33N",0,0,0,0,0,1,"n"
"M37","M37P",0,0,0,0,0,1,"n"
"M40","M40A",0,0,0,0,1,0,"n"
"M41","M41M",0,0,0,0,1,0,"n"
"M45","M45X",0,0,0,0,0,1,"n"
"M48","M48M",0,0,0,0,0,1,"n"
"M52","M52I",0,0,1,0,0,0,"n"
"M55","M55G",0,0,0,1,0,0,"n"
"M56","M56T",0,0,0,0,1,0,"n"
"M58","M58V",0,0,0,0,1,0,"n"
"M79","M79E",0,0,0,0,0,1,"n"
"M80","M80G",0,0,0,1,0,1,"n"
"M82","M82Y",0,0,0,0,0,1,"n"
"M88","M88W",0,0,0,0,0,1,"n"
"M91","M91B",0,0,0,0,0,1,"n"
"M99","M99T",0,0,0,1,0,0,"n"
"N00","N00U",0,0,0,0,1,0,"n"
"N00","N00V",0,0,0,0,1,0,"n"
"N02","N02J",0,0,0,0,1,1,"n"
"N06","N06A",0,0,0,0,0,1,"n"
"N10","N10C",0,0,0,0,1,1,"n"
"N20","N20I",0,0,0,0,0,1,"n"
"N31","N31C",0,0,0,0,1,1,"n"
