Plant Species Name,Insect Species Name,DBIF Source,Interaction Frequency
Acer pseudoplatanus,Periphyllus acericola,"Stroyan, H.L.G.(1977) Handbk Ident. Br. Insects II:4(A) 1-130",1
Acer pseudoplatanus,Periphyllus testudinaceus,"Stroyan, H.L.G.(1977) Handbk Ident. Br. Insects II:4(A) 1-130",1
Acer pseudoplatanus,Periphyllus testudinaceus,"Warrington, S. & Whittaker, J.B.(1985) J. appl. Ecol. 22:3 787-796",1
Acer pseudoplatanus,Phalera bucephala,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Acer pseudoplatanus,Phigalia pilosaria,"Warrington, S. & Whittaker, J.B.(1985) J. appl. Ecol. 22:3 775-785",1
Acer pseudoplatanus,Phyllonorycter geniculella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Acer pseudoplatanus,Polia nebulosa,"Heath, J. & Emmet, A.M. (eds) (1979) The Moths and Butterflies of Great Britain and Ireland 9 1-288",1
Acer pseudoplatanus,Pristiphora (Pristiphora) subbifida,"Benson, R.B.(1958) Handbk Ident. Br. Insects VI:2C 139-252",1
Acer pseudoplatanus,Ptilinus pectinicornis,"Parkin, E.A.(1933) Bull. Ent. Res. 24 33-68",1
Acer pseudoplatanus,Ptycholoma lecheana,"Warrington, S. & Whittaker, J.B.(1985) J. appl. Ecol. 22:3 775-785",1
Acer pseudoplatanus,Pulvinaria regalis,"Speight, M.(1984) Arboric. J. 8 287-290",1
Acer pseudoplatanus,Pulvinaria regalis,"Speight, M. & Nicol, M.(1984) New Scient. 101:1404 40-42",1
Acer pseudoplatanus,Pulvinaria regalis,() Hemiptera: Coccoidea Slide Collection  ,1
Acer pseudoplatanus,Selenia tetralunaria,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Acer pseudoplatanus,Stenurella melanura,"Duffy, E.A.J. (1953) A monograph of the immature stages of British and imported timber beetles (Cerambycidae)  1-350",1
Acer pseudoplatanus,Stereocorynes truncorum,"Walsh, G.B. & Dibb, J.R.(1954) Amat. Ent. 11 83-98",1
Acer pseudoplatanus,Stigmella aceris,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Acer pseudoplatanus,Stigmella speciosa,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Acer pseudoplatanus,Tiliacea aurago,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Acer pseudoplatanus,Ypsolopha sequella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Acer pseudoplatanus,Zeuzera pyrina,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Achillea millefolium,Acanthococcus munroi,() Hemiptera: Coccoidea Slide Collection  ,1
Achillea millefolium,Acanthococcus munroi,"Williams, D.J.(1985) Bull. Br. Mus. nat. Hist., B. 51:4 347-393",1
Achillea millefolium,Acanthococcus pseudinsignis,"Williams, D.J.(1985) Bull. Br. Mus. nat. Hist., B. 51:4 347-393",1
Achillea millefolium,Acanthococcus pseudinsignis,() Hemiptera: Coccoidea Slide Collection  ,1
Achillea millefolium,Aceria kiefferi,"Bagnall, R.S. & Harrison, J.W.H.(1928) Ann. Mag. nat. Hist. 2 427-445",1
Achillea millefolium,Aethes margaritana,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Achillea millefolium,Aethes smeathmanniana,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Achillea millefolium,Aporophyla lutulenta,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Achillea millefolium,Aspitates gilvaria,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Achillea millefolium,Aspitates gilvaria,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Achillea millefolium,Botanophila spinosa,"Uffen, R. & Chandler, P. in eds. Stubbs, A. & Chandler, P. (1978) A Dipterist's Handbook 15 213-236",2
Achillea millefolium,Bucculatrix cristatella,"Bland, K.P.(1983) Entomologist's Rec. J. Var. 95 183-184",1
Achillea millefolium,Bucculatrix cristatella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Achillea millefolium,Bucculatrix humiliella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",2
Achillea millefolium,Cassida prasina,"Walsh, G.B. & Dibb, J.R.(1954) Amat. Ent. 11 83-98",1
Achillea millefolium,Cheilosia vernalis,"Stubbs, A.E. & Falk, S.J. (1983) British Hoverflies an illustrated identification guide  1-253",1
Achillea millefolium,Chloroclystis v-ata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Achillea millefolium,Chrysolina marginata,"Nelson, J.M.(1978) Entomologist's Gaz. 29 237-243",1
Achillea millefolium,Coleophora argentula,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Achillea millefolium,Coleophora argentula,"Emmet, A.M.(1985) Entomologist's Rec. J. Var. 97 171-178",1
Achillea millefolium,Coleophora gardesanella,"Langmaid, J.R.(1986) Entomologist's mon. Mag. 37:2 116-116",1
Achillea millefolium,Coleophora trochilella,"Langmaid, J.R.(1986) Entomologist's mon. Mag. 37:2 116-116",1
Achillea millefolium,Craspedolepta nervosa,"Hodkinson, I.D. & White, I.M.(1979) Handbk Ident. Br. Insects II:5A 1-98",1
Achillea millefolium,Dasineura francoisi,"Niblett, M.(1948) Entomologist 81 142-144",1
Achillea millefolium,Depressaria olerella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Achillea millefolium,Depressaria silesiaca,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Achillea millefolium,Dichrorampha gueneeana,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Achillea millefolium,Dichrorampha montanana,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Achillea millefolium,Dichrorampha plumbagana,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Achillea millefolium,Dichrorampha plumbana,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Achillea millefolium,Dichrorampha sequana,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Achillea millefolium,Dithryca guttularis,"Allen, A.A.(1982) Entomologist's Rec. J. Var. 94 10-10",1
Achillea millefolium,Dithryca guttularis,"Uffen, R. & Chandler, P. in eds. Stubbs, A. & Chandler, P. (1978) A Dipterist's Handbook 15 213-236",1
Achillea millefolium,Eupithecia absinthiata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Achillea millefolium,Eupithecia absinthiata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Achillea millefolium,Eupithecia absinthiata form goossensiata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Achillea millefolium,Eupithecia centaureata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Achillea millefolium,Eupithecia centaureata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Achillea millefolium,Eupithecia icterata,Brit. Ent. and Nat. Hist. Soc. (1981) An identification guide to the British pugs. Lepidoptera Geometridae  1-42,1
Achillea millefolium,Eupithecia icterata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Achillea millefolium,Eupithecia millefoliata,Brit. Ent. and Nat. Hist. Soc. (1981) An identification guide to the British pugs. Lepidoptera Geometridae  1-42,1
Achillea millefolium,Eupithecia millefoliata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Achillea millefolium,Eupithecia succenturiata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Achillea millefolium,Eupteryx tenella,"Le Quesne, W.J. & Payne, K.(1981) Handbk Ident. Br. Insects 2:2(C) 9-36",1
Achillea millefolium,Eusomus ovulum,"Walsh, G.B. & Dibb, J.R.(1954) Amat. Ent. 11 83-98",1
Achillea millefolium,Galeruca tanaceti,"Cox, M.L. (1976) The taxonomy and biology of the British Chrysomelidae 2 141-375",1
Achillea millefolium,Gillmeria pallidactyla,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Achillea millefolium,Gortyna flavago,"Eds. Heath, J. & Emmet, A.M. (1983) The Moths and Butterflies of Great Britain and Ireland 10 1-459",1
Achillea millefolium,Haplothrips propinquus,"Morison, G.D.(1949) Lond. Nat. (Suppl.) 28 76-131",1
Achillea millefolium,Haplothrips propinquus,"Mound, L.A. * et al.(1976) Handbk Ident. Br. Insects I:11 1-79",1
Achillea millefolium,Haplothrips setiger,"Morison, G.D.(1949) Lond. Nat. (Suppl.) 28 76-131",1
Achillea millefolium,Hypocassida subferruginea,"Walsh, G.B. & Dibb, J.R.(1954) Amat. Ent. 11 83-98",1
Achillea millefolium,Lasioptera francoisi,"Niblett, M.(1948) Entomologist 81 142-144",1
Achillea millefolium,Liriomyza flavopicta,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Achillea millefolium,Liriomyza ptarmicae,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Achillea millefolium,Longitarsus succineus,"Walsh, G.B. & Dibb, J.R.(1954) Amat. Ent. 11 83-98",1
Achillea millefolium,Lycia zonaria,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Achillea millefolium,Lycia zonaria,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Achillea millefolium,Macrolabis achilleae,() Diptera: Cecidomyiidae Slide Collection  ,1
Achillea millefolium,Megalocoleus molliculus,"Southwood, T.R.E. & Leston, D. (1959) Land and water bugs of the British Isles  1-436",1
Achillea millefolium,Melanagromyza dettmeri,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Achillea millefolium,Melitaea athalia,"Luckens, C.J.(1980) Entomologist's Rec. J. Var. 92 229-234",1
Achillea millefolium,Melitaea athalia,"Dennis, R.L.H. (1977) The British Butterflies their Origin and Establishment  1-318",1
Achillea millefolium,Melitaea athalia,"Warren, M.S., Thomas, C.D. & Thomas, J.A.(1984) Biol. Conserv. 29:4 287-305",1
Achillea millefolium,Microplontus triangulum,"Walsh, G.B. & Dibb, J.R.(1954) Amat. Ent. 11 83-98",1
Achillea millefolium,Microsiphum millefolii,"Stroyan, H.L.G.(1964) Trans. r. ent. Soc. Lond. 116 29-72",1
Achillea millefolium,Olibrus millefolii,"Walsh, G.B. & Dibb, J.R.(1954) Amat. Ent. 11 83-98",1
Achillea millefolium,Olibrus millefolii,"Thompson, R.T.(1959) Handbk Ident. Br. Insects V:5(B) 1-16",1
Achillea millefolium,Ophiomyia curvipalpis,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Achillea millefolium,Orthocephalus coriaceus,"Southwood, T.R.E. & Leston, D. (1959) Land and water bugs of the British Isles  1-436",1
Achillea millefolium,Oxyna flavipennis,"Uffen, R. & Chandler, P. in eds. Stubbs, A. & Chandler, P. (1978) A Dipterist's Handbook 15 213-236",1
Achillea millefolium,Ozirhincus millefolii,() Diptera: Cecidomyiidae Slide Collection  ,1
Achillea millefolium,Phragmatobia fuliginosa,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Achillea millefolium,Phycitodes maritima,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Achillea millefolium,Phytocoris (Ktenocoris) varipes,"Southwood, T.R.E. & Leston, D. (1959) Land and water bugs of the British Isles  1-436",1
Achillea millefolium,Phytomyza pullula,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Achillea millefolium,Phytomyza pullula,"Robbins, J. (1984-04-02) Leaf miners  ",1
Achillea millefolium,Plagiognathus (Plagiognathus) chrysanthemi,"Southwood, T.R.E. & Leston, D. (1959) Land and water bugs of the British Isles  1-436",1
Achillea millefolium,Rhopalomyia millefolii,() Diptera: Cecidomyiidae Slide Collection  ,1
Achillea millefolium,Rhopalomyia millefolii,"Niblett, M.(1941) Entomologist 74 221-224",1
Achillea millefolium,Rhopalomyia millefolii,"Nijveldt, W. (1969) Gall midges of economic importance. Miscellaneous. 8 1-221",1
Achillea millefolium,Scopula marginepunctata,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Achillea millefolium,Thalera fimbrialis,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Achillea millefolium,Thiodia citrana,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Achillea millefolium,Thrips pillichi,"Mound, L.A. * et al.(1976) Handbk Ident. Br. Insects I:11 1-79",1
Achillea millefolium,Thrips tabaci,"Mound, L.A. * et al.(1976) Handbk Ident. Br. Insects I:11 1-79",1
Achillea millefolium,Thrips vulgatissimus,"Mound, L.A. * et al.(1976) Handbk Ident. Br. Insects I:11 1-79",1
Achillea millefolium,Toxopterina vandergooti,"Stroyan, H.L.G.(1984) Handbk Ident. Br. Insects 2:6 1-232",1
Achillea millefolium,Trichosirocalus barnevillei,"Walsh, G.B. & Dibb, J.R.(1954) Amat. Ent. 11 83-98",1
Achillea ptarmica,Coleophora argentula,"Emmet, A.M.(1985) Entomologist's Rec. J. Var. 97 171-178",1
Achillea ptarmica,Coleophora gardesanella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Achillea ptarmica,Coleophora gardesanella,"Agassiz,D.J.(1981) Entomologist's Rec. J. Var. 98 91-93",1
Achillea ptarmica,Coleophora gardesanella,"Langmaid, J.R.(1982) Entomologist's Rec. J. Var. 94 109-110",1
Achillea ptarmica,Coleophora gardesanella,"Fairclough, R.(1981) Entomologist's Rec. J. Var. 93 230-230",1
Achillea ptarmica,Craspedolepta nervosa,"Hodkinson, I.D. & White, I.M.(1979) Handbk Ident. Br. Insects II:5A 1-98",1
Achillea ptarmica,Dichrorampha sylvicolana,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Achillea ptarmica,Gillmeria pallidactyla,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Achillea ptarmica,Isophrictis striatella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Achillea ptarmica,Liriomyza ptarmicae,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Achillea ptarmica,Macrosiphoniella (Macrosiphoniella) ptarmicae,"Stroyan, H.L.G.(1955) Trans. r. ent. Soc. Lond. 106 283-340",1
Achillea ptarmica,Phytomyza corvimontana,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Achillea ptarmica,Rhopalomyia ptarmicae,() Diptera: Cecidomyiidae Slide Collection  ,1
Achillea ptarmica,Rhopalomyia ptarmicae,"Niblett, M.(1941) Entomologist 74 221-224",1
Achillea ptarmica,Trypeta artemisiae,"Uffen, R. & Chandler, P. in eds. Stubbs, A. & Chandler, P. (1978) A Dipterist's Handbook 15 213-236",1
Aconitum napellus,Agapanthia villosoviridescens,"Duffy, E.A.J. (1953) A monograph of the immature stages of British and imported timber beetles (Cerambycidae)  1-350",1
Acorus calamus,Rhopalosiphum nymphaeae,"Stroyan, H.L.G.(1984) Handbk Ident. Br. Insects 2:6 1-232",1
Acorus calamus,Rhopalosiphum rufulum,"Stroyan, H.L.G.(1972) Trans. r. ent. Soc. Lond. 124 37-79",1
Acorus calamus,Rhopalosiphum rufulum,"Stroyan, H.L.G.(1984) Handbk Ident. Br. Insects 2:6 1-232",1
Actaea spicata,Horisme tersata,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Adoxa moschatellina,Paracharactus (Dicrostema) gracilicornis,"Benson, R.B.(1952) Handbk Ident. Br. Insects VI:2B 51-137",1
Adoxa moschatellina,Paracharactus (Dicrostema) gracilicornis,"Liston, A.D.(1982) Entomologist's mon. Mag. 118 210-210",1
Adoxa moschatellina,Sciapteryx consobrina,"Benson, R.B.(1952) Handbk Ident. Br. Insects VI:2B 51-137",1
Aegopodium podagraria,Aleyrodes lonicerae,"Mound, L.A.(1966) Bull. Br. Mus. nat. Hist., B. 17:9 399-428",1
Aegopodium podagraria,Aphis (Aphis) podagrariae,"Stroyan, H.L.G.(1984) Handbk Ident. Br. Insects 2:6 1-232",1
Aegopodium podagraria,Aphis (Aphis) podagrariae,"Stroyan, H.L.G.(1955) Trans. r. ent. Soc. Lond. 106 283-340",1
Aegopodium podagraria,Chrysolina oricalcia,"Walsh, G.B. & Dibb, J.R.(1954) Amat. Ent. 11 83-98",1
Aegopodium podagraria,Epermenia illigerella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Aegopodium podagraria,Epermenia profugella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Aegopodium podagraria,Gortyna flavago,"Eds. Heath, J. & Emmet, A.M. (1983) The Moths and Butterflies of Great Britain and Ireland 10 1-459",1
Aegopodium podagraria,Phaedon tumidulus,"Cox, M.L. (1976) The taxonomy and biology of the British Chrysomelidae 2 141-375",1
Aegopodium podagraria,Phaulernis dentella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Aegopodium podagraria,Phytomyza obscurella,"Spencer, K.A.(1972) Handbk Ident. Br. Insects X:5(G) 1-136",1
Aegopodium podagraria,Phytomyza obscurella,"Bland, K.P.(1983) Entomologist's Rec. J. Var. 95 77-79",1
Aegopodium podagraria,Trioza flavipennis,"Hodkinson, I.D. & White, I.M.(1979) Handbk Ident. Br. Insects II:5A 1-98",1
Aesculus hippocastanum,Abdera quadrifasciata,"Buck, F.D.(1954) Handbk Ident. Br. Insects V:9 1-30",1
Aesculus hippocastanum,Acronicta aceris,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Aesculus hippocastanum,Acronicta aceris,"Allan, P.B.M. (1949) Larval foodplants  1-126",1
Aesculus hippocastanum,Acronicta aceris,"Eds. Heath, J. & Emmet, A.M. (1983) The Moths and Butterflies of Great Britain and Ireland 10 1-459",1
Aesculus hippocastanum,Aculus hippocastani,"Bagnall, R.S. & Harrison, J.W.H.(1928) Ann. Mag. nat. Hist. 2 427-445",1
Aesculus hippocastanum,Aculus hippocastani,"Niblett, M.(1959) Lond. Nat. 38 51-54",1
Aesculus hippocastanum,Aculus hippocastani,"Massee, A.M. (1965) Acarina: Eriophyidae  ",1
Aesculus hippocastanum,Alebra wahlbergi,"Claridge, M.F. & Wilson, M.R.(1981) Ecol. Entomol. 6 217-238",1
Aesculus hippocastanum,Alebra wahlbergi,"Le Quesne, W.J. & Payne, K.(1981) Handbk Ident. Br. Insects 2:2(C) 9-36",1
Aesculus hippocastanum,Alsophila aescularia,"West, B.K.(1984) Entomologist's Rec. J. Var. 96 63-63",1
Aesculus hippocastanum,Argyresthia glaucinella,"In ed. Emmet, A.M. (1979) A field guide to the smaller British Lepidoptera  1-271",1
Aesculus hippocastanum,Edwardsiana lethierryi,"Le Quesne, W.J. & Payne, K.(1981) Handbk Ident. Br. Insects 2:2(C) 9-36",1
Aesculus hippocastanum,Edwardsiana lethierryi,"China, W.E.(1943) Trans. Soc. Br. ent. 8:4 111-153",2
Aesculus hippocastanum,Edwardsiana lethierryi,"Claridge, M.F. & Wilson, M.R.(1981) Ecol. Entomol. 6 217-238",1
Aesculus hippocastanum,Ennomos fuscantaria,"Haggett, G.M.(1980) Entomologist's Rec. J. Var. 92 97-97",1
Aesculus hippocastanum,Fagocyba cruenta,"China, W.E.(1943) Trans. Soc. Br. ent. 8:4 111-153",1
Aesculus hippocastanum,Fagocyba cruenta,"Claridge, M.F. & Wilson, M.R.(1981) Ecol. Entomol. 6 217-238",1
Aesculus hippocastanum,Lycia hirtaria,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Aesculus hippocastanum,Lymantria monacha,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Aesculus hippocastanum,Ossiannilssonola callosa,"Le Quesne, W.J. & Payne, K.(1981) Handbk Ident. Br. Insects 2:2(C) 9-36",1
Aesculus hippocastanum,Periphyllus testudinaceus,"Stroyan, H.L.G.(1977) Handbk Ident. Br. Insects II:4(A) 1-130",1
Aesculus hippocastanum,Phalera bucephala,"West, B.K.(1982) Entomologist's Rec. J. Var. 94 198-199",1
Aesculus hippocastanum,Pulvinaria regalis,"Speight, M.(1984) Arboric. J. 8 287-290",1
Aesculus hippocastanum,Pulvinaria regalis,() Hemiptera: Coccoidea Slide Collection  ,1
Aesculus hippocastanum,Shevtchenkella carinata,"Bagnall, R.S. & Harrison, J.W.H.(1928) Ann. Mag. nat. Hist. 2 427-445",1
Aesculus hippocastanum,Zeuzera pyrina,"Noble, K. (1975) Working draft of ""The Natural foodplants of Macrolepidoptera larvae in Britain, Part II."" Field Studies Council  ",1
Aethusa cynapium,Pemphigus (Pemphigus) gairi,"Stroyan, H.L.G.(1964) Trans. r. ent. Soc. Lond. 116 29-72",1
