SPECIES,YEAR,BROOD,DAYNUM,FITTED
6,2021,0,-7,0.000130057
6,2021,0,-6,0.000139695
6,2021,0,-5,0.000150048
6,2021,0,-4,0.000161167
6,2021,0,-3,0.000173111
6,2021,0,-2,0.000185939
6,2021,0,-1,0.000199718
6,2021,0,0,0.000214518
6,2021,0,1,0.000230414
6,2021,0,2,0.000247487
6,2021,0,3,0.000265825
6,2021,0,4,0.000285522
6,2021,0,5,0.000306677
6,2021,0,6,0.000329399
6,2021,0,7,0.000353803
6,2021,0,8,0.000380015
6,2021,0,9,0.000408166
6,2021,0,10,0.000438402
6,2021,0,11,0.000470877
6,2021,0,12,0.000505754
6,2021,0,13,0.000543213
6,2021,0,14,0.000583444
6,2021,0,15,0.000626652
6,2021,0,16,0.000673056
6,2021,0,17,0.000722893
6,2021,0,18,0.000776416
6,2021,0,19,0.000833897
6,2021,0,20,0.000895629
6,2021,0,21,0.000961924
6,2021,0,22,0.001033119
6,2021,0,23,0.001109576
6,2021,0,24,0.00119168
6,2021,0,25,0.001279849
6,2021,0,26,0.001374528
6,2021,0,27,0.001476195
6,2021,0,28,0.001585364
6,2021,0,29,0.001702585
6,2021,0,30,0.001828448
6,2021,0,31,0.001963589
6,2021,0,32,0.002108685
6,2021,0,33,0.002264467
6,2021,0,34,0.002431715
6,2021,0,35,0.002611268
6,2021,0,36,0.002804024
6,2021,0,37,0.003010948
6,2021,0,38,0.003233071
6,2021,0,39,0.003471501
6,2021,0,40,0.003727425
6,2021,0,41,0.004002113
6,2021,0,42,0.004296927
6,2021,0,43,0.004613324
6,2021,0,44,0.004952863
6,2021,0,45,0.005317213
6,2021,0,46,0.005708162
6,2021,0,47,0.00612762
6,2021,0,48,0.006577635
6,2021,0,49,0.007060393
6,2021,0,50,0.00757823
6,2021,0,51,0.008133643
6,2021,0,52,0.008729296
6,2021,0,53,0.009368036
6,2021,0,54,0.010052906
6,2021,0,55,0.010787153
6,2021,0,56,0.011574242
6,2021,0,57,0.012417863
6,2021,0,58,0.013321945
6,2021,0,59,0.014290657
6,2021,0,60,0.015328434
6,2021,0,61,0.016439987
6,2021,0,62,0.0176303
6,2021,0,63,0.018904647
6,2021,0,64,0.020268574
6,2021,0,65,0.021727904
6,2021,0,66,0.023288767
6,2021,0,67,0.024957608
6,2021,0,68,0.026741129
6,2021,0,69,0.028646333
6,2021,0,70,0.030680525
6,2021,0,71,0.032851228
6,2021,0,72,0.035166231
6,2021,0,73,0.03763357
6,2021,0,74,0.040261496
6,2021,0,75,0.043058296
6,2021,0,76,0.046032338
6,2021,0,77,0.049191948
6,2021,0,78,0.052545413
6,2021,0,79,0.056100834
6,2021,0,80,0.059866137
6,2021,0,81,0.063849013
6,2021,0,82,0.068056819
6,2021,0,83,0.072496501
6,2021,0,84,0.077174421
6,2021,0,85,0.082095983
6,2021,0,86,0.087265538
6,2021,0,87,0.092685844
6,2021,0,88,0.098358122
6,2021,0,89,0.104281735
6,2021,0,90,0.110454084
6,2021,0,91,0.116870166
6,2021,0,92,0.123522079
6,2021,0,93,0.130397161
6,2021,0,94,0.137478275
6,2021,0,95,0.144741881
6,2021,0,96,0.152159249
6,2021,0,97,0.159696435
6,2021,0,98,0.167312788
6,2021,0,99,0.174961838
6,2021,0,100,0.18259115
6,2021,0,101,0.190140639
6,2021,0,102,0.197544595
6,2021,0,103,0.204733905
6,2021,0,104,0.211635383
6,2021,0,105,0.218170993
6,2021,0,106,0.224259735
6,2021,0,107,0.229818892
6,2021,0,108,0.234767273
6,2021,0,109,0.239031836
6,2021,0,110,0.242547957
6,2021,0,111,0.245268794
6,2021,0,112,0.24715713
6,2021,0,113,0.248184067
6,2021,0,114,0.248340576
6,2021,0,115,0.247632966
6,2021,0,116,0.246089393
6,2021,0,117,0.24374825
6,2021,0,118,0.240650888
6,2021,0,119,0.23684553
6,2021,0,120,0.232392101
6,2021,0,121,0.227355638
6,2021,0,122,0.221803322
6,2021,0,123,0.215803683
6,2021,0,124,0.209426587
6,2021,0,125,0.202740314
6,2021,0,126,0.195808633
6,2021,0,127,0.188691729
6,2021,0,128,0.18144517
6,2021,0,129,0.174120846
6,2021,0,130,0.16676717
6,2021,0,131,0.159429154
6,2021,0,132,0.152147773
6,2021,0,133,0.144959265
6,2021,0,134,0.137893859
6,2021,0,135,0.130977735
6,2021,0,136,0.124233979
6,2021,0,137,0.117682185
6,2021,0,138,0.111338383
6,2021,0,139,0.105215255
6,2021,0,140,0.09932208
6,2021,0,141,0.093665258
6,2021,0,142,0.088248234
6,2021,0,143,0.083072285
6,2021,0,144,0.078136694
6,2021,0,145,0.073439261
6,2021,0,146,0.06897643
6,2021,0,147,0.064743098
6,2021,0,148,0.06073321
6,2021,0,149,0.056939802
6,2021,0,150,0.05335542
6,2021,0,151,0.049972196
6,2021,0,152,0.046782073
6,2021,0,153,0.043776838
6,2021,0,154,0.04094829
6,2021,0,155,0.03828829
6,2021,0,156,0.035788763
6,2021,0,157,0.033441786
6,2021,0,158,0.031239613
6,2021,0,159,0.029174662
6,2021,0,160,0.027239551
6,2021,0,161,0.025427053
6,2021,0,162,0.023730209
6,2021,0,163,0.022142337
6,2021,0,164,0.020657041
6,2021,0,165,0.01926823
6,2021,0,166,0.017970109
6,2021,0,167,0.016757141
6,2021,0,168,0.015624077
6,2021,0,169,0.01456595
6,2021,0,170,0.013578053
6,2021,0,171,0.01265594
6,2021,0,172,0.011795404
6,2021,0,173,0.010992486
6,2021,0,174,0.01024346
6,2021,0,175,0.009544825
6,2021,0,176,0.008893293
6,2021,0,177,0.008285775
6,2021,0,178,0.007719369
6,2021,0,179,0.007191351
6,2021,0,180,0.006699167
6,2021,0,181,0.006240427
6,2021,0,182,0.005812896
6,2021,0,183,0.005414487
6,2021,0,184,0.005043247
6,2021,0,185,0.004697351
6,2021,0,186,0.004375094
6,2021,0,187,0.004074879
6,2021,0,188,0.00379521
6,2021,0,189,0.003534689
6,2021,0,190,0.003292012
6,2021,0,191,0.003065965
6,2021,0,192,0.002855413
6,2021,0,193,0.002659299
6,2021,0,194,0.002476637
6,2021,0,195,0.00230651
6,2021,0,196,0.002148061
6,2021,0,197,0.00200049
6,2021,0,198,0.001863055
6,2021,0,199,0.001735061
6,2021,0,200,0.001615862
8,2021,0,-24,9.55E-09
8,2021,0,-23,1.15E-08
8,2021,0,-22,1.38E-08
8,2021,0,-21,1.65E-08
8,2021,0,-20,1.98E-08
8,2021,0,-19,2.38E-08
8,2021,0,-18,2.85E-08
8,2021,0,-17,3.42E-08
8,2021,0,-16,4.10E-08
8,2021,0,-15,4.92E-08
8,2021,0,-14,5.91E-08
8,2021,0,-13,7.09E-08
8,2021,0,-12,8.51E-08
8,2021,0,-11,1.02E-07
8,2021,0,-10,1.22E-07
8,2021,0,-9,1.47E-07
8,2021,0,-8,1.76E-07
8,2021,0,-7,2.12E-07
8,2021,0,-6,2.54E-07
8,2021,0,-5,3.05E-07
8,2021,0,-4,3.65E-07
8,2021,0,-3,4.38E-07
8,2021,0,-2,5.26E-07
8,2021,0,-1,6.31E-07
8,2021,0,0,7.57E-07
8,2021,0,1,9.09E-07
8,2021,0,2,1.09E-06
8,2021,0,3,1.31E-06
8,2021,0,4,1.57E-06
8,2021,0,5,1.88E-06
8,2021,0,6,2.26E-06
8,2021,0,7,2.71E-06
8,2021,0,8,3.25E-06
8,2021,0,9,3.90E-06
8,2021,0,10,4.68E-06
8,2021,0,11,5.62E-06
8,2021,0,12,6.74E-06
8,2021,0,13,8.09E-06
8,2021,0,14,9.71E-06
8,2021,0,15,1.16E-05
8,2021,0,16,1.40E-05
8,2021,0,17,1.68E-05
8,2021,0,18,2.01E-05
8,2021,0,19,2.41E-05
8,2021,0,20,2.90E-05
8,2021,0,21,3.47E-05
8,2021,0,22,4.17E-05
8,2021,0,23,5.00E-05
8,2021,0,24,6.00E-05
8,2021,0,25,7.20E-05
8,2021,0,26,8.64E-05
8,2021,0,27,0.000103681
8,2021,0,28,0.000124402
8,2021,0,29,0.000149264
8,2021,0,30,0.000179095
8,2021,0,31,0.000214888
8,2021,0,32,0.000257834
8,2021,0,33,0.000309362
8,2021,0,34,0.000371189
8,2021,0,35,0.000445372
8,2021,0,36,0.00053438
8,2021,0,37,0.000641177
8,2021,0,38,0.000769317
8,2021,0,39,0.000923066
8,2021,0,40,0.001107541
8,2021,0,41,0.001328883
8,2021,0,42,0.001594459
8,2021,0,43,0.001913109
8,2021,0,44,0.002295439
8,2021,0,45,0.002754173
8,2021,0,46,0.00330458
8,2021,0,47,0.003964977
8,2021,0,48,0.004757341
8,2021,0,49,0.005708039
8,2021,0,50,0.006848706
8,2021,0,51,0.00821729
8,2021,0,52,0.009859321
8,2021,0,53,0.011829415
8,2021,0,54,0.014193096
8,2021,0,55,0.017028964
8,2021,0,56,0.020431307
8,2021,0,57,0.024513217
8,2021,0,58,0.029410329
8,2021,0,59,0.035285291
8,2021,0,60,0.042333126
8,2021,0,61,0.050787629
8,2021,0,62,0.06092902
8,2021,0,63,0.073092927
8,2021,0,64,0.087681315
8,2021,0,65,0.10517532
8,2021,0,66,0.126150658
8,2021,0,67,0.151295482
8,2021,0,68,0.181432044
8,2021,0,69,0.217541579
8,2021,0,70,0.260794183
8,2021,0,71,0.312581978
8,2021,0,72,0.374560426
8,2021,0,73,0.448694821
8,2021,0,74,0.537313512
8,2021,0,75,0.643159507
8,2021,0,76,0.769458379
8,2021,0,77,0.919975759
8,2021,0,78,1.099096948
8,2021,0,79,1.311887342
8,2021,0,80,1.564177527
8,2021,0,81,1.862625219
8,2021,0,82,2.21480039
8,2021,0,83,2.629270268
8,2021,0,84,3.115572111
8,2021,0,85,3.683874813
8,2021,0,86,4.344819163
8,2021,0,87,5.108725612
8,2021,0,88,5.985187083
8,2021,0,89,6.982042649
8,2021,0,90,8.104703116
8,2021,0,91,9.355484927
8,2021,0,92,10.73252156
8,2021,0,93,12.2289325
8,2021,0,94,13.8317699
8,2021,0,95,15.5214211
8,2021,0,96,17.2706511
8,2021,0,97,19.04342392
8,2021,0,98,20.7957787
8,2021,0,99,22.47780238
8,2021,0,100,24.03613999
8,2021,0,101,25.42070931
8,2021,0,102,26.58522733
8,2021,0,103,27.49133792
8,2021,0,104,28.108774
8,2021,0,105,28.41645191
8,2021,0,106,28.40431021
8,2021,0,107,28.07621359
8,2021,0,108,27.44828905
8,2021,0,109,26.55000157
8,2021,0,110,25.41934372
8,2021,0,111,24.10108922
8,2021,0,112,22.64214982
8,2021,0,113,21.08897905
8,2021,0,114,19.48523636
8,2021,0,115,17.87061344
8,2021,0,116,16.27870356
8,2021,0,117,14.73531612
8,2021,0,118,13.26061896
8,2021,0,119,11.8702315
8,2021,0,120,10.57478525
8,2021,0,121,9.38002752
8,2021,0,122,8.287976133
8,2021,0,123,7.297476715
8,2021,0,124,6.405243856
8,2021,0,125,5.606389253
8,2021,0,126,4.895012167
8,2021,0,127,4.264500927
8,2021,0,128,3.70799848
8,2021,0,129,3.218594268
8,2021,0,130,2.789602527
8,2021,0,131,2.41467578
8,2021,0,132,2.087862361
8,2021,0,133,1.803604058
8,2021,0,134,1.556823087
8,2021,0,135,1.342905627
8,2021,0,136,1.157723847
8,2021,0,137,0.9976043
8,2021,0,138,0.859296672
8,2021,0,139,0.739928444
8,2021,0,140,0.636979113
8,2021,0,141,0.548240619
8,2021,0,142,0.471788581
8,2021,0,143,0.405948397
8,2021,0,144,0.349266872
8,2021,0,145,0.300484211
8,2021,0,146,0.258509419
8,2021,0,147,0.222396817
8,2021,0,148,0.191330125
8,2021,0,149,0.164605343
8,2021,0,150,0.141616101
8,2021,0,151,0.121840136
8,2021,0,152,0.104827983
8,2021,0,153,0.090192701
8,2021,0,154,0.077601624
8,2021,0,155,0.066768915
8,2021,0,156,0.057448811
8,2021,0,157,0.049429984
8,2021,0,158,0.042530666
8,2021,0,159,0.036594519
8,2021,0,160,0.031487054
8,2021,0,161,0.027092582
8,2021,0,162,0.023311561
8,2021,0,163,0.020058316
8,2021,0,164,0.017259141
8,2021,0,165,0.014850628
8,2021,0,166,0.012778226
8,2021,0,167,0.010995002
8,2021,0,168,0.009460582
8,2021,0,169,0.008140249
8,2021,0,170,0.007004133
8,2021,0,171,0.006026541
8,2021,0,172,0.005185363
8,2021,0,173,0.00446157
8,2021,0,174,0.003838788
8,2021,0,175,0.003302925
8,2021,0,176,0.002841853
8,2021,0,177,0.002445137
8,2021,0,178,0.002103795
8,2021,0,179,0.0018101
8,2021,0,180,0.001557402
8,2021,0,181,0.00133998
8,2021,0,182,0.001152909
8,2021,0,183,0.000991953
8,2021,0,184,0.000853466
8,2021,0,185,0.000734313
8,2021,0,186,0.000631795
8,2021,0,187,0.000543589
8,2021,0,188,0.000467697
8,2021,0,189,0.000402401
8,2021,0,190,0.00034622
8,2021,0,191,0.000297883
8,2021,0,192,0.000256295
8,2021,0,193,0.000220513
8,2021,0,194,0.000189726
8,2021,0,195,0.000163237
8,2021,0,196,0.000140447
8,2021,0,197,0.000120839
8,2021,0,198,0.000103968
8,2021,0,199,8.95E-05
8,2021,0,200,7.70E-05
12,2021,0,-24,0.01384202
12,2021,0,-23,0.014604008
12,2021,0,-22,0.015407945
12,2021,0,-21,0.016256135
12,2021,0,-20,0.017151011
12,2021,0,-19,0.018095137
12,2021,0,-18,0.019091219
12,2021,0,-17,0.02014211
12,2021,0,-16,0.021250821
12,2021,0,-15,0.022420524
12,2021,0,-14,0.023654568
12,2021,0,-13,0.024956483
12,2021,0,-12,0.026329995
12,2021,0,-11,0.027779029
12,2021,0,-10,0.029307727
12,2021,0,-9,0.030920456
12,2021,0,-8,0.032621805
